method,checkpoint,raw_group_dir,relaxed_group_dir,group,guidance_factor,target,sample_id,cif_path,readable,composition_valid,structure_valid,structure_comp_valid,min_distance,volume,volume_per_atom,num_atoms,metal_like_proxy,unique,novel,energy_above_hull_per_atom,stable,predicted_dft_dielectric_scalar,prediction_success,prediction_error
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,44,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00044.cif,True,True,True,True,2.601463841337336,382.1730903703181,38.21730903703181,10,False,True,True,,,9.403717322018156,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,45,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00045.cif,True,True,True,True,2.2626418712123972,121.49315057806528,20.248858429677547,6,True,True,True,,,13.802782788265679,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,46,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00046.cif,True,True,True,True,1.7879829060408987,124.36552673585616,11.305956975986923,11,False,True,True,,,3.2528248124874892,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,47,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00047.cif,True,True,True,True,2.804052880381286,229.61925790260892,19.134938158550742,12,True,True,True,,,12.109785429703313,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,48,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00048.cif,True,True,True,True,2.4696913775264724,246.70694750932103,30.83836843866513,8,False,True,True,,,6.375373702922178,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,49,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00049.cif,True,True,True,True,2.278234255504593,173.50592259579733,21.688240324474666,8,False,True,True,,,14.339933235388012,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,50,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00050.cif,True,True,True,True,2.350946597183725,190.81770580971428,15.901475484142857,12,False,True,True,,,16.43534745723436,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,51,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00051.cif,True,False,True,False,2.3354670236252546,184.94101641105047,20.54900182345005,9,False,True,True,,,15.070009567907418,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,52,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00052.cif,True,True,True,True,1.765353945844039,153.07467265162845,13.915879331966222,11,False,True,True,,,4.818316555472101,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,53,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00053.cif,True,True,True,True,1.756249860313811,382.08345797829827,21.226858776572126,18,False,True,True,,,2.0984652127852246,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,54,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00054.cif,True,True,True,True,1.8463221023144814,192.44879526206788,10.691599736781548,18,False,True,True,,,5.7963382377879675,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,55,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00055.cif,True,True,True,True,3.250759821976459,441.5293130640789,36.79410942200658,12,False,True,True,,,3.4117381294693963,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,56,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00056.cif,True,True,True,True,3.0136479690238254,86.30916524432973,21.577291311082433,4,True,True,True,,,17.84272091774002,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,57,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00057.cif,True,False,True,False,2.007195320631077,73.65278755583145,14.73055751116629,5,False,True,True,,,15.375926187454235,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,58,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00058.cif,True,False,True,False,2.93679271846856,510.87937598087115,28.38218755449284,18,False,True,True,,,14.530606427125898,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,59,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00059.cif,True,True,True,True,1.5580133703956032,263.54599807663476,23.958727097875887,11,False,True,True,,,6.054356639933576,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,60,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00060.cif,True,True,True,True,2.9579570722365798,80.1686776551133,20.042169413778325,4,True,True,True,,,10.180733772417303,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,61,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00061.cif,True,False,True,False,2.337330087956489,458.4713288028083,32.74795205734345,14,False,True,True,,,3.980536598015688,True,
fixed_film,outputs/film_sole_path/checkpoints/final.pt,provenance://crystalite/outputs/final report output/raw_groups/fixed_film__uncond,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond,fixed_film__uncond,0,uncond,62,provenance://crystalite/outputs/final report output/relaxed_groups/fixed_film__uncond/cifs/sample_00062.cif,True,True,True,True,2.6817352034172477,301.97199222925025,27.451999293568203,11,False,True,True,,,12.152250846907755,True,
