record,comp,ele_comb,reward
"{'structure_id': 'gen_25', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0022/postprocess/input_cifs/gen_25.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0022/postprocess/input_cifs/gen_25.cif', 'raw_valid': True, 'formula': 'Ho5 Tm5 Sc2', 'chemical_system': 'Ho-Sc-Tm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0022/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.65058135986328, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.155076493308409, 'predicted_tensor': '[[12.158452930301621, 0.001003860623384575, -0.0003576648608232667], [0.001003860623384575, 12.214917148282758, 0.020463840129111153], [-0.0003576648608232667, 0.020463840129111153, 12.091859401340834]]', 'volume': 355.6554532934698, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.15507649330840856, 'reward_raw': 0.9969984239169208, 'reward_final': 0.9969984292984009, 'gate_reason': '', 'reward_final_diversity': 0.9969984292984009, 'diversity_penalty': False, 'selection_rank': 2}",Ho5Tm5Sc2,"('Ho', 'Sc', 'Tm')",0.9969984292984009
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Hg2', 'chemical_system': 'Hg', 'num_sites': 2, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -0.6012163162231445, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.182628261887604, 'predicted_tensor': '[[12.30814797206946, 0.13462286819777275, -0.04200583492039646], [0.13462286819777275, 11.79119435062051, -0.01152895149075302], [-0.04200583492039646, -0.01152895149075302, 12.448542462972839]]', 'volume': 62.29280365884564, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.18262826188760428, 'reward_raw': 0.9958395435241858, 'reward_final': 0.995839536190033, 'gate_reason': '', 'reward_final_diversity': 0.995839536190033, 'diversity_penalty': False, 'selection_rank': 1}",Hg,"('Hg',)",0.995839536190033
"{'structure_id': 'gen_44', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/input_cifs/gen_44.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/input_cifs/gen_44.cif', 'raw_valid': True, 'formula': 'Li4 Er2 Sn5', 'chemical_system': 'Er-Li-Sn', 'num_sites': 11, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/relaxed/relaxed_cifs/gen_44_relaxed.cif', 'relaxation_success': True, 'total_energy': -41.7631950378418, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.200007664402309, 'predicted_tensor': '[[11.504588532521446, -8.708130667704054e-06, -0.0002973359463069845], [-8.708130667704054e-06, 11.503407220798463, -8.731008248473445e-05], [-0.0002973359463069845, -8.731008248473445e-05, 13.592027239887006]]', 'volume': 256.3184930427079, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.20000766440230855, 'reward_raw': 0.995012097876652, 'reward_final': 0.995012104511261, 'gate_reason': '', 'reward_final_diversity': 0.995012104511261, 'diversity_penalty': False, 'selection_rank': 1}",Li4Er2Sn5,"('Er', 'Li', 'Sn')",0.995012104511261
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Na2 Cd2 In5 Hg2', 'chemical_system': 'Cd-Hg-In-Na', 'num_sites': 11, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -19.104825973510742, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.751446932191906, 'predicted_tensor': '[[12.313446550286619, 0.003730486933448106, -0.021537573581832937], [0.003730486933448106, 12.282001644925316, -0.011003567770579734], [-0.021537573581832937, -0.011003567770579734, 10.658892601363798]]', 'volume': 310.0926970152838, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2485530678080945, 'reward_raw': 0.9923074121339301, 'reward_final': 0.9923074245452881, 'gate_reason': '', 'reward_final_diversity': 0.9923074245452881, 'diversity_penalty': False, 'selection_rank': 2}",Na2Cd2In5Hg2,"('Cd', 'Hg', 'In', 'Na')",0.992307424545288
"{'structure_id': 'gen_25', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_25.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_25.cif', 'raw_valid': True, 'formula': 'Li2 Tb2 Y4 Tl4', 'chemical_system': 'Li-Tb-Tl-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif', 'relaxation_success': True, 'total_energy': -51.764381408691406, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.732356145016448, 'predicted_tensor': '[[12.43536709246364, 0.0003213301658621634, 0.0003566404275833354], [0.0003213301658621634, 11.776836872613945, -0.002377270847049604], [0.0003566404275833354, -0.002377270847049604, 10.98486446997175]]', 'volume': 323.9815450619029, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.26764385498355203, 'reward_raw': 0.991085814914047, 'reward_final': 0.9910858273506165, 'gate_reason': '', 'reward_final_diversity': 0.9910858273506165, 'diversity_penalty': False, 'selection_rank': 1}",LiTb(YTl)2,"('Li', 'Tb', 'Tl', 'Y')",0.9910858273506165
"{'structure_id': 'gen_33', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_33.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_33.cif', 'raw_valid': True, 'formula': 'Sr2 In1 Ga1 Hg6', 'chemical_system': 'Ga-Hg-In-Sr', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif', 'relaxation_success': True, 'total_energy': -13.784618377685547, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.664212529068044, 'predicted_tensor': '[[10.381626722052625, -0.012514498327705906, 0.00759648296327428], [-0.012514498327705906, 12.190960689094279, -1.044436664035343], [0.00759648296327428, -1.044436664035343, 12.420050176057233]]', 'volume': 274.1363833740176, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3357874709319564, 'reward_raw': 0.9860047043899124, 'reward_final': 0.9860047101974487, 'gate_reason': '', 'reward_final_diversity': 0.9860047101974487, 'diversity_penalty': False, 'selection_rank': 2}",Sr2InGaHg6,"('Ga', 'Hg', 'In', 'Sr')",0.9860047101974488
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Tb3 Pr2 Sm3 Er2', 'chemical_system': 'Er-Pr-Sm-Tb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -46.35902404785156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.642659966439524, 'predicted_tensor': '[[11.648328025883012, 0.0005897924177958038, 0.0005140997619117567], [0.0005897924177958038, 11.644716245302712, -0.004917010560228725], [0.0005140997619117567, -0.004917010560228725, 11.63493562813285]]', 'volume': 331.7528870463408, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.35734003356047594, 'reward_raw': 0.9841652220395964, 'reward_final': 0.9841652512550354, 'gate_reason': '', 'reward_final_diversity': 0.9841652512550354, 'diversity_penalty': False, 'selection_rank': 1}",Tb3Pr2Sm3Er2,"('Er', 'Pr', 'Sm', 'Tb')",0.9841652512550354
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Tb5 Ho2 Tm2', 'chemical_system': 'Ho-Tb-Tm', 'num_sites': 9, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -41.06459045410156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.36487639739797, 'predicted_tensor': '[[12.351552733300359, 0.00012785638667290423, -0.0001499172541603523], [0.00012785638667290423, 12.490251509791296, -0.017242251515373744], [-0.0001499172541603523, -0.017242251515373744, 12.252824949102255]]', 'volume': 282.9757742943354, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3648763973979694, 'reward_raw': 0.9834958624052792, 'reward_final': 0.9834958910942078, 'gate_reason': '', 'reward_final_diversity': 0.9834958910942078, 'diversity_penalty': False, 'selection_rank': 1}",Tb5(HoTm)2,"('Ho', 'Tb', 'Tm')",0.9834958910942078
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Nd6 Tm2 Ir4', 'chemical_system': 'Ir-Nd-Tm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -79.6961898803711, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.37916709316503, 'predicted_tensor': '[[12.294532718697095, -0.5705818068482439, -0.41527566209162314], [-0.5705818068482439, 12.357706691285436, -0.3946137279326169], [-0.41527566209162314, -0.3946137279326169, 12.485261869512563]]', 'volume': 333.4825087298635, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.37916709316503017, 'reward_raw': 0.9821895541715265, 'reward_final': 0.9821895360946655, 'gate_reason': '', 'reward_final_diversity': 0.9821895360946655, 'diversity_penalty': False, 'selection_rank': 1}",Nd3TmIr2,"('Ir', 'Nd', 'Tm')",0.9821895360946656
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Ba2 Ca2 La2 Ga4', 'chemical_system': 'Ba-Ca-Ga-La', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -33.64096450805664, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.60163048446744, 'predicted_tensor': '[[11.51685157952019, 7.606213633510385e-07, -0.0004035204884025017], [7.606213633510385e-07, 11.712265569848878, 0.00034340429160258936], [-0.0004035204884025017, 0.00034340429160258936, 11.57577430403326]]', 'volume': 331.82005364134926, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3983695155325595, 'reward_raw': 0.9803581804250057, 'reward_final': 0.9803581833839417, 'gate_reason': '', 'reward_final_diversity': 0.9803581833839417, 'diversity_penalty': False, 'selection_rank': 1}",BaCaLaGa2,"('Ba', 'Ca', 'Ga', 'La')",0.9803581833839417
"{'structure_id': 'gen_31', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_31.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_31.cif', 'raw_valid': True, 'formula': 'La2 Y2 Er3', 'chemical_system': 'Er-La-Y', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_31_relaxed.cif', 'relaxation_success': True, 'total_energy': -36.21487808227539, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.411802356088591, 'predicted_tensor': '[[12.677318101721552, 7.88128865390359e-05, 0.00017483878374783578], [7.88128865390359e-05, 12.372649463071177, -0.0001924328370470321], [0.00017483878374783578, -0.0001924328370470321, 12.18543950347304]]', 'volume': 230.5043943617549, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4118023560885913, 'reward_raw': 0.9790254434555106, 'reward_final': 0.9790254235267639, 'gate_reason': '', 'reward_final_diversity': 0.9790254235267639, 'diversity_penalty': False, 'selection_rank': 2}",La2Y2Er3,"('Er', 'La', 'Y')",0.979025423526764
"{'structure_id': 'gen_13', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0008/postprocess/input_cifs/gen_13.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0008/postprocess/input_cifs/gen_13.cif', 'raw_valid': True, 'formula': 'Sm6 Sn2 H4', 'chemical_system': 'H-Sm-Sn', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0008/postprocess/relaxed/relaxed_cifs/gen_13_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.03235626220703, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.584246225588291, 'predicted_tensor': '[[11.82761372484745, 0.000980279556187162, 2.288676256418617e-05], [0.000980279556187162, 11.45276607546101, 0.060234068732883846], [2.288676256418617e-05, 0.060234068732883846, 11.47235887645642]]', 'volume': 258.6815931381736, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4157537744117086, 'reward_raw': 0.9786253460779344, 'reward_final': 0.9786253571510315, 'gate_reason': '', 'reward_final_diversity': 0.9786253571510315, 'diversity_penalty': False, 'selection_rank': 2}",Sm3SnH2,"('H', 'Sm', 'Sn')",0.9786253571510316
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Li7 In11 Hg1', 'chemical_system': 'Hg-In-Li', 'num_sites': 19, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -47.298797607421875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.560588468367063, 'predicted_tensor': '[[11.856838143432281, 0.19771292287213796, 0.08121593601216173], [0.19771292287213796, 11.029264206460464, 0.5397340151920295], [0.08121593601216173, 0.5397340151920295, 11.795663055208443]]', 'volume': 419.1169701227271, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.43941153163293656, 'reward_raw': 0.9761536157510511, 'reward_final': 0.9761536121368408, 'gate_reason': '', 'reward_final_diversity': 0.9761536121368408, 'diversity_penalty': False, 'selection_rank': 2}",Li7In11Hg,"('Hg', 'In', 'Li')",0.9761536121368408
"{'structure_id': 'gen_35', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_35.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_35.cif', 'raw_valid': True, 'formula': 'Tb4 Tm1 Hg2', 'chemical_system': 'Hg-Tb-Tm', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif', 'relaxation_success': True, 'total_energy': -25.123443603515625, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.560300789655429, 'predicted_tensor': '[[11.868246315591234, -0.00046014373628206905, -3.680191048771689e-05], [-0.00046014373628206905, 11.301576916392229, -0.07529681578841838], [-3.680191048771689e-05, -0.07529681578841838, 11.511079136982831]]', 'volume': 200.79996388607023, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.43969921034457116, 'reward_raw': 0.9761227574062379, 'reward_final': 0.9761227369308472, 'gate_reason': '', 'reward_final_diversity': 0.9761227369308472, 'diversity_penalty': False, 'selection_rank': 3}",Tb4TmHg2,"('Hg', 'Tb', 'Tm')",0.9761227369308472
"{'structure_id': 'gen_28', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_28.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_28.cif', 'raw_valid': True, 'formula': 'Ba1 Gd3 Ru1', 'chemical_system': 'Ba-Gd-Ru', 'num_sites': 5, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif', 'relaxation_success': True, 'total_energy': -53.48780822753906, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.45170506072897, 'predicted_tensor': '[[12.450198287479378, -0.01019773106583968, -0.0048068774397976915], [-0.01019773106583968, 12.451478270069186, -0.004148325561980795], [-0.0048068774397976915, -0.004148325561980795, 12.453438624638352]]', 'volume': 163.477055325998, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.45170506072897076, 'reward_raw': 0.9748178141405616, 'reward_final': 0.9748178124427795, 'gate_reason': '', 'reward_final_diversity': 0.9748178124427795, 'diversity_penalty': False, 'selection_rank': 1}",BaGd3Ru,"('Ba', 'Gd', 'Ru')",0.9748178124427795
"{'structure_id': 'gen_32', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_32.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_32.cif', 'raw_valid': True, 'formula': 'Na2 Sn8', 'chemical_system': 'Na-Sn', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_32_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.343421936035156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.456727208079412, 'predicted_tensor': '[[12.634502213435564, 0.0005008466863545615, -0.002424163065829938], [0.0005008466863545615, 12.023620903551567, 0.19929134091419198], [-0.002424163065829938, 0.19929134091419198, 12.712058507251104]]', 'volume': 295.9255623835608, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.45672720807941225, 'reward_raw': 0.9742620485641568, 'reward_final': 0.9742620587348938, 'gate_reason': '', 'reward_final_diversity': 0.9742620587348938, 'diversity_penalty': False, 'selection_rank': 3}",NaSn4,"('Na', 'Sn')",0.9742620587348938
"{'structure_id': 'gen_17', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_17.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_17.cif', 'raw_valid': True, 'formula': 'Pr11 Dy3 Ho4', 'chemical_system': 'Dy-Ho-Pr', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif', 'relaxation_success': True, 'total_energy': -84.37472534179688, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.474933175019942, 'predicted_tensor': '[[12.494286631622403, 0.03998851689295531, 0.08634067219397469], [0.03998851689295531, 12.484347316626097, 0.02720041032909232], [0.08634067219397469, 0.02720041032909232, 12.44616557681133]]', 'volume': 617.6122146111798, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4749331750199417, 'reward_raw': 0.9721985847490414, 'reward_final': 0.9721986055374146, 'gate_reason': '', 'reward_final_diversity': 0.9721986055374146, 'diversity_penalty': False, 'selection_rank': 1}",Pr11Dy3Ho4,"('Dy', 'Ho', 'Pr')",0.9721986055374146
