comp,ele_comb,reward,rl_step
Cd3GaF8,"('Cd', 'F', 'Ga')",1.3181693248043302e-05,2
TiGa7,"('Ga', 'Ti')",0.5482104420661926,2
Cr2Co3Ni5,"('Co', 'Cr', 'Ni')",0.0019937220495194,2
Ce5Sc,"('Ce', 'Sc')",0.1884697824716568,2
CaPr11Y4,"('Ca', 'Pr', 'Y')",0.947683572769165,2
VZnMo,"('Mo', 'V', 'Zn')",0.0001142304536188,2
Pr3(YTm2)2,"('Pr', 'Tm', 'Y')",0.7433804273605347,2
Sr2InGaHg6,"('Ga', 'Hg', 'In', 'Sr')",0.9860047101974488,2
PrSmHo3Er,"('Er', 'Ho', 'Pr', 'Sm')",0.7581910490989685,2
Ca3PbCl8,"('Ca', 'Cl', 'Pb')",1.6785605112090707e-05,2
TiAlGa,"('Al', 'Ga', 'Ti')",0.2715079486370086,2
Hg2Pd7,"('Hg', 'Pd')",2.069576628127568e-11,2
NaSrHgAu2,"('Au', 'Hg', 'Na', 'Sr')",0.9985632300376892,2
LaPr4(DySe4)2,"('Dy', 'La', 'Pr', 'Se')",0.3037836253643036,2
Ni5AsP,"('As', 'Ni', 'P')",0.2823639512062073,2
Ba8Ag3Rh,"('Ag', 'Ba', 'Rh')",0.3215132057666778,3
Dy8Ho2In,"('Dy', 'Ho', 'In')",0.6416585445404053,3
LaTb3Ho2,"('Ho', 'La', 'Tb')",0.6988805532455444,3
Ce2Ga4Cu3Ni,"('Ce', 'Cu', 'Ga', 'Ni')",0.0320915132761001,3
LaTb(PrHo)2,"('Ho', 'La', 'Pr', 'Tb')",0.7547581195831299,3
RbLa(TlCl3)2,"('Cl', 'La', 'Rb', 'Tl')",2.755139212240465e-05,3
Tl(OsO3)2,"('O', 'Os', 'Tl')",0.0144867142662405,3
Dy6Bi3Te2Se,"('Bi', 'Dy', 'Se', 'Te')",0.1683601886034011,3
Ca(Zn3Au)2,"('Au', 'Ca', 'Zn')",0.0632963255047798,3
Na2AgRhN,"('Ag', 'N', 'Na', 'Rh')",0.8180661797523499,3
Cs3K3AgHg3,"('Ag', 'Cs', 'Hg', 'K')",0.0019861650653183,3
Sm2Co3Cu,"('Co', 'Cu', 'Sm')",1.5463218005606905e-05,3
K3ScO3,"('K', 'O', 'Sc')",2.573489837232045e-05,3
CsLiSmAgI6,"('Ag', 'Cs', 'I', 'Li', 'Sm')",0.000242339723627,3
ZrAg2HgF8,"('Ag', 'F', 'Hg', 'Zr')",0.0003106892690993,3
Y2Co(GeH)2,"('Co', 'Ge', 'H', 'Y')",0.2373715937137603,4
Y4CdAg2Hg,"('Ag', 'Cd', 'Hg', 'Y')",0.2041882127523422,4
Na(CdHg4)2,"('Cd', 'Hg', 'Na')",0.76922607421875,4
Sm2Tl2SbS6,"('S', 'Sb', 'Sm', 'Tl')",0.2078515589237213,4
Li6Pr5MgHg6,"('Hg', 'Li', 'Mg', 'Pr')",0.3543972373008728,4
Yb4CuBi,"('Bi', 'Cu', 'Yb')",0.6226308345794678,4
Sr5Al4,"('Al', 'Sr')",0.1245197132229805,4
PbBr3,"('Br', 'Pb')",8.038759551709518e-05,4
Cs3Hg4Au3,"('Au', 'Cs', 'Hg')",0.0277611687779426,4
Ca2Ce3DySe6,"('Ca', 'Ce', 'Dy', 'Se')",0.8641894459724426,4
Tb5(HoTm)2,"('Ho', 'Tb', 'Tm')",0.9834958910942078,4
Tb6C2S2NF,"('C', 'F', 'N', 'S', 'Tb')",0.1763477176427841,4
Li2Cd12In3Hg,"('Cd', 'Hg', 'In', 'Li')",0.885703980922699,4
MnGeCl5,"('Cl', 'Ge', 'Mn')",3.1213734473567456e-05,4
Li7In11Hg,"('Hg', 'In', 'Li')",0.9761536121368408,4
Na3Tb2PrF12,"('F', 'Na', 'Pr', 'Tb')",8.740435077925213e-06,4
Rb2LiMn3F12,"('F', 'Li', 'Mn', 'Rb')",2.65705284618889e-06,5
CeY2(TmP2)3,"('Ce', 'P', 'Tm', 'Y')",0.9999799728393556,5
K3RbTe2,"('K', 'Rb', 'Te')",5.005108323530294e-05,5
Nd6Zn7Rh3,"('Nd', 'Rh', 'Zn')",0.0381651557981967,5
Nd2Sm(YSc)2,"('Nd', 'Sc', 'Sm', 'Y')",0.885495126247406,5
LiLa4Mg3,"('La', 'Li', 'Mg')",0.2281974703073501,5
Ba4AgSb2,"('Ag', 'Ba', 'Sb')",0.7848904132843018,5
Li(NdGa4)2,"('Ga', 'Li', 'Nd')",0.8234158754348755,5
Cs2KP,"('Cs', 'K', 'P')",0.0003047736245207,5
CaHoAg8,"('Ag', 'Ca', 'Ho')",0.1711758375167846,5
Tb4IrRu,"('Ir', 'Ru', 'Tb')",0.1332587748765945,5
Na2Cd2In5Hg2,"('Cd', 'Hg', 'In', 'Na')",0.992307424545288,5
SrLa2In3,"('In', 'La', 'Sr')",0.5527585744857788,5
Ho3(Zn2Ag)2,"('Ag', 'Ho', 'Zn')",0.0866546854376792,5
Tb3Nd3Hg4,"('Hg', 'Nd', 'Tb')",0.9635854363441468,5
Li7Pt3,"('Li', 'Pt')",0.8023122549057007,5
Nd4Y3HoSe8,"('Ho', 'Nd', 'Se', 'Y')",0.3195996582508087,6
CaLa4Ru,"('Ca', 'La', 'Ru')",0.7504093647003174,6
PrInHg4,"('Hg', 'In', 'Pr')",0.1773753464221954,6
Tl7Cd,"('Cd', 'Tl')",0.0029077490326017,6
GaAgHg2,"('Ag', 'Ga', 'Hg')",0.1120608896017074,6
Li4Er2Sn5,"('Er', 'Li', 'Sn')",0.995012104511261,6
LiAg3PdAu4,"('Ag', 'Au', 'Li', 'Pd')",6.457211156885023e-07,6
Nd(Ga2Ag)4,"('Ag', 'Ga', 'Nd')",0.5337112545967102,6
ScPd5,"('Pd', 'Sc')",4.802266440409597e-13,6
Tl3CuF8,"('Cu', 'F', 'Tl')",9.431202488485724e-05,7
KRb4Na3Pb2,"('K', 'Na', 'Pb', 'Rb')",0.0058878972195088,7
Ba3Au,"('Au', 'Ba')",0.3509694635868072,7
Cs3Rb4Na11Hg2,"('Cs', 'Hg', 'Na', 'Rb')",0.0004501221992541,7
K2Tl2CdAgI8,"('Ag', 'Cd', 'I', 'K', 'Tl')",0.0005379204521887,7
LaCd3Ag,"('Ag', 'Cd', 'La')",0.9692606329917908,7
ErIn(AsO4)2,"('As', 'Er', 'In', 'O')",0.0007265467429533,7
Nd6TaN7,"('N', 'Nd', 'Ta')",0.6525701880455017,7
Cs2YErO4,"('Cs', 'Er', 'O', 'Y')",0.0005317885079421,7
CsCaCeF6,"('Ca', 'Ce', 'Cs', 'F')",1.0290136742696632e-05,7
Cd7(GaAg)4,"('Ag', 'Cd', 'Ga')",0.1273199617862701,7
Li2(Ga3Cu)3,"('Cu', 'Ga', 'Li')",0.7777136564254761,7
Na3Zr3RhS8,"('Na', 'Rh', 'S', 'Zr')",0.1259232461452484,7
Na2CdInBi2,"('Bi', 'Cd', 'In', 'Na')",0.8263561129570007,7
CaY3Tl3Te8,"('Ca', 'Te', 'Tl', 'Y')",0.2024787366390228,7
CaTlHg5Pd,"('Ca', 'Hg', 'Pd', 'Tl')",0.8665275573730469,7
Cs2Ti2PdS6,"('Cs', 'Pd', 'S', 'Ti')",0.0186494532972574,8
Sm3SnH2,"('H', 'Sm', 'Sn')",0.9786253571510316,8
Y10Pd5Pt3,"('Pd', 'Pt', 'Y')",0.0047199707478284,8
Ca8AgSb5,"('Ag', 'Ca', 'Sb')",0.9992254972457886,8
Na2Tl7CdHg2,"('Cd', 'Hg', 'Na', 'Tl')",0.3742776811122894,8
TePbAuBr8,"('Au', 'Br', 'Pb', 'Te')",0.0003164655354339,8
Sr3Li,"('Li', 'Sr')",0.0020299633033573,8
Cu4Ge2Pd13,"('Cu', 'Ge', 'Pd')",1.4332092235008406e-14,8
Ca2Tl11,"('Ca', 'Tl')",0.0048394431360065,8
Cs3KRb2CdF8,"('Cd', 'Cs', 'F', 'K', 'Rb')",6.627342372667044e-06,8
Na8Sr2Hg9,"('Hg', 'Na', 'Sr')",0.1126534417271614,8
La2GaCu7,"('Cu', 'Ga', 'La')",0.0006898099090903,8
Li4Mn3CrS8,"('Cr', 'Li', 'Mn', 'S')",0.2184260040521621,9
SrZnAu3,"('Au', 'Sr', 'Zn')",0.2142534703016281,9
La6SmIn,"('In', 'La', 'Sm')",0.7613821029663086,9
KErCuTe3,"('Cu', 'Er', 'K', 'Te')",0.195305123925209,9
Sc3Ga3Au2,"('Au', 'Ga', 'Sc')",0.0011975823435932,9
Tb3Pr3SiSn2,"('Pr', 'Si', 'Sn', 'Tb')",0.5370801687240601,9
Tb2AgGe2,"('Ag', 'Ge', 'Tb')",0.0497159734368324,9
LiTb(YTl)2,"('Li', 'Tb', 'Tl', 'Y')",0.9910858273506165,9
Tb5Dy5Rh8,"('Dy', 'Rh', 'Tb')",1.092428874471807e-06,9
NdEr2Sc2In5,"('Er', 'In', 'Nd', 'Sc')",0.1050164625048637,9
Mg(AgHg)4,"('Ag', 'Hg', 'Mg')",0.0299863442778587,9
Tb2MgGaRh2,"('Ga', 'Mg', 'Rh', 'Tb')",7.8234588727355e-06,9
La3ZnRu,"('La', 'Ru', 'Zn')",0.3455118238925934,9
Rb2LiNiI6,"('I', 'Li', 'Ni', 'Rb')",0.0004879781627096,9
Rb3TiBr6,"('Br', 'Rb', 'Ti')",8.234103006543592e-05,9
LaYbAl2O6,"('Al', 'La', 'O', 'Yb')",0.0008124273153953,9
La2NdSm7Y2,"('La', 'Nd', 'Sm', 'Y')",0.8856315016746521,10
Zn2Cu7Au5,"('Au', 'Cu', 'Zn')",1.5721074442254235e-09,10
K4PrF7,"('F', 'K', 'Pr')",4.833570983464597e-06,10
Ba2NaSb2,"('Ba', 'Na', 'Sb')",0.6946464776992798,10
Na3Ca(TlPb5)2,"('Ca', 'Na', 'Pb', 'Tl')",0.0187488719820976,10
K2TaV(NiSe3)2,"('K', 'Ni', 'Se', 'Ta', 'V')",0.2317500114440918,10
Na7Tl4Au,"('Au', 'Na', 'Tl')",0.5721945762634277,10
CsCuSe,"('Cs', 'Cu', 'Se')",0.0221316386014223,10
TlSnF3,"('F', 'Sn', 'Tl')",6.645739631494507e-05,10
PrNd2Sb,"('Nd', 'Pr', 'Sb')",0.8064631819725037,10
CsAg2Br7,"('Ag', 'Br', 'Cs')",0.0008207365171983,10
La2Y2Er3,"('Er', 'La', 'Y')",0.979025423526764,10
NaSn4,"('Na', 'Sn')",0.9742620587348938,10
Nd3TmIr2,"('Ir', 'Nd', 'Tm')",0.9821895360946656,10
Ga4Rh3,"('Ga', 'Rh')",3.530421412755103e-16,10
H6AuBr11,"('Au', 'Br', 'H')",1.0474086593603715e-05,10
TbZn2Co3,"('Co', 'Tb', 'Zn')",0.0025401022285223,11
Tb6MgSc,"('Mg', 'Sc', 'Tb')",0.9995327591896056,11
PbCl2,"('Cl', 'Pb')",0.0001337753492407,11
Zn5Cu2Pd7,"('Cu', 'Pd', 'Zn')",2.628680029204133e-08,11
K2Ce2TmS6,"('Ce', 'K', 'S', 'Tm')",0.0201650504022836,11
Cs4NaLiAgBr9,"('Ag', 'Br', 'Cs', 'Li', 'Na')",4.220170376356691e-05,11
KNa2Ag3,"('Ag', 'K', 'Na')",0.1306966990232467,11
TlCoAgBr4,"('Ag', 'Br', 'Co', 'Tl')",0.0005432572797872,11
CeZrTl2F10,"('Ce', 'F', 'Tl', 'Zr')",0.000105638988316,11
LaCo2Si,"('Co', 'La', 'Si')",0.6042019128799438,11
Yb2Hg3,"('Hg', 'Yb')",0.7348320484161377,11
ZrAlCu4,"('Al', 'Cu', 'Zr')",9.999931762649794e-07,11
Ca10ZnCu,"('Ca', 'Cu', 'Zn')",0.0584801211953163,11
ErGa3Sn2Au3,"('Au', 'Er', 'Ga', 'Sn')",0.001259742421098,11
Ag(HgAu)2,"('Ag', 'Au', 'Hg')",2.21115419662965e-06,11
TbEr4Tm,"('Er', 'Tb', 'Tm')",0.8347742557525635,11
La(SmAu)2,"('Au', 'La', 'Sm')",0.0199793633073568,12
Ba3In3Pd2,"('Ba', 'In', 'Pd')",0.3279592394828796,12
NaSb2Pt2PbO12,"('Na', 'O', 'Pb', 'Pt', 'Sb')",0.0021520531736314,12
KLiCd5Hg4,"('Cd', 'Hg', 'K', 'Li')",0.6395933032035828,12
Zr5TlH4,"('H', 'Tl', 'Zr')",0.7990254163742065,12
Zr2Pd5Au9,"('Au', 'Pd', 'Zr')",2.2552106817803696e-20,12
Hg,"('Hg',)",0.995839536190033,12
YbSn5Rh2,"('Rh', 'Sn', 'Yb')",3.2198280678130686e-05,12
La5Sc3In2,"('In', 'La', 'Sc')",0.6496061086654663,12
Rb2NaCd7,"('Cd', 'Na', 'Rb')",0.1797527819871902,12
ScMn6(SnGe)3,"('Ge', 'Mn', 'Sc', 'Sn')",0.2348270118236541,12
K2Cd7Au,"('Au', 'Cd', 'K')",0.3148333132266998,12
Sr2Tl3Pb,"('Pb', 'Sr', 'Tl')",0.9412257075309752,12
CeSm2DyTl,"('Ce', 'Dy', 'Sm', 'Tl')",0.5431302785873413,13
Li2Mg(CdAg)2,"('Ag', 'Cd', 'Li', 'Mg')",0.6280627250671387,13
Li4Zr2MnSe8,"('Li', 'Mn', 'Se', 'Zr')",0.507942795753479,13
YGa2Cu2Ag,"('Ag', 'Cu', 'Ga', 'Y')",0.0513072609901428,13
In2PdRh,"('In', 'Pd', 'Rh')",2.0983905371536018e-18,13
Pr3BiSbTe,"('Bi', 'Pr', 'Sb', 'Te')",0.0315593667328357,13
LaPr(ErIr)2,"('Er', 'Ir', 'La', 'Pr')",0.5165930986404419,13
La2Nd3Dy2Ho9,"('Dy', 'Ho', 'La', 'Nd')",0.5485506057739258,13
LaZnAu2,"('Au', 'La', 'Zn')",0.0082358587533235,13
BaCaLaGa2,"('Ba', 'Ca', 'Ga', 'La')",0.9803581833839417,13
RbHICl,"('Cl', 'H', 'I', 'Rb')",7.343984179897234e-06,13
Ce3Hf(TlS2)4,"('Ce', 'Hf', 'S', 'Tl')",0.801103949546814,13
NaSr6Li2In,"('In', 'Li', 'Na', 'Sr')",0.01013549417257309,14
RbBa2N,"('Ba', 'N', 'Rb')",0.011469540186226368,14
K2SiPbAu6,"('Au', 'K', 'Pb', 'Si')",0.9536669850349426,14
Sn(SbTe)3,"('Sb', 'Sn', 'Te')",2.0555711671477184e-05,14
PrC,"('C', 'Pr')",0.3756067454814911,14
GaPb4,"('Ga', 'Pb')",0.001636761357076466,14
Li3Bi2Pd7,"('Bi', 'Li', 'Pd')",6.575272948339261e-08,14
Zr4GaPt,"('Ga', 'Pt', 'Zr')",0.03297140821814537,14
Ba2Mg4Tl3Ag,"('Ag', 'Ba', 'Mg', 'Tl')",0.16436898708343506,14
K2NaTl2In,"('In', 'K', 'Na', 'Tl')",0.1339719295501709,14
LaGaPt3,"('Ga', 'La', 'Pt')",9.388231972428177e-15,14
Ba6AsP3Cl2,"('As', 'Ba', 'Cl', 'P')",0.03779565915465355,14
LiErCu3,"('Cu', 'Er', 'Li')",0.4757711887359619,14
Cs2TlHgI6,"('Cs', 'Hg', 'I', 'Tl')",7.457280298694968e-05,14
Zr2Sc3,"('Sc', 'Zr')",0.003293512389063835,15
Cs2K2Na7,"('Cs', 'K', 'Na')",0.00014301540795713663,15
Er4Ga3Sn,"('Er', 'Ga', 'Sn')",0.8170759081840515,15
Pr2Dy2Ho3,"('Dy', 'Ho', 'Pr')",0.5316354036331177,15
Y2HoEr2Tm,"('Er', 'Ho', 'Tm', 'Y')",0.9227010011672974,15
BaSr(Li3Zn)2,"('Ba', 'Li', 'Sr', 'Zn')",0.04316159337759018,15
RbMnP2Rh,"('Mn', 'P', 'Rb', 'Rh')",0.16423238813877106,15
LiHoCu,"('Cu', 'Ho', 'Li')",0.9996469616889954,15
CsK2LiBr4,"('Br', 'Cs', 'K', 'Li')",5.689187219104497e-06,15
LiLaHgGe2,"('Ge', 'Hg', 'La', 'Li')",0.19935962557792664,15
Pr4Dy3Er,"('Dy', 'Er', 'Pr')",0.8285039067268372,15
Rb3ScI6,"('I', 'Rb', 'Sc')",0.00010647940507624298,15
TbDyScBi3,"('Bi', 'Dy', 'Sc', 'Tb')",1.0508202308301406e-08,15
Tl4SbPb4,"('Pb', 'Sb', 'Tl')",1.3956251905256067e-06,15
Sr3In5,"('In', 'Sr')",0.8762235045433044,15
Rb2Tl3Pb,"('Pb', 'Rb', 'Tl')",0.2030009627342224,15
Ce2Al4Ag3Ge,"('Ag', 'Al', 'Ce', 'Ge')",0.4655819237232208,16
Cs2KHgBi,"('Bi', 'Cs', 'Hg', 'K')",0.048325296491384506,16
TlCd3In(Sn2Hg)2,"('Cd', 'Hg', 'In', 'Sn', 'Tl')",0.3129728436470032,16
LiErAlIr,"('Al', 'Er', 'Ir', 'Li')",0.545170783996582,16
Tb2Nd(YTm)2,"('Nd', 'Tb', 'Tm', 'Y')",0.9430673718452454,16
Dy2CoNi3,"('Co', 'Dy', 'Ni')",0.009827205911278725,16
Cd7In2Cu3,"('Cd', 'Cu', 'In')",0.013382184319198132,16
Yb2Ru3,"('Ru', 'Yb')",0.08614082634449005,16
Cs3(K3Cd)2,"('Cd', 'Cs', 'K')",0.0005440545501187444,16
BaCaBiPb2,"('Ba', 'Bi', 'Ca', 'Pb')",0.8282032012939453,16
Ta11Cu,"('Cu', 'Ta')",3.773257065581661e-20,16
MgAl5Ga2,"('Al', 'Ga', 'Mg')",0.7334736585617065,16
Cs2NdLuS4,"('Cs', 'Lu', 'Nd', 'S')",0.006255332380533218,16
LiCa2Ag9,"('Ag', 'Ca', 'Li')",0.5988453030586243,16
LiZnHg8,"('Hg', 'Li', 'Zn')",0.8110082745552063,16
Na(SnHg)2,"('Hg', 'Na', 'Sn')",0.7367643713951111,17
K(Na2Ag)2,"('Ag', 'K', 'Na')",0.003899856237694621,17
Tb2PrPd,"('Pd', 'Pr', 'Tb')",0.4976212680339813,17
LiCa2In3Ag4,"('Ag', 'Ca', 'In', 'Li')",0.4371829628944397,17
CdInGaHg2,"('Cd', 'Ga', 'Hg', 'In')",0.2053338587284088,17
BaGd3Ru,"('Ba', 'Gd', 'Ru')",0.9748178124427795,17
Li5Mg4In3,"('In', 'Li', 'Mg')",0.30132779479026794,17
ZrF4,"('F', 'Zr')",3.72909962607082e-05,17
LaPr2Ga,"('Ga', 'La', 'Pr')",0.7940726280212402,17
Sr6AlGe2,"('Al', 'Ge', 'Sr')",0.7869940400123596,17
Na6In2Hg,"('Hg', 'In', 'Na')",0.044017061591148376,17
Er11Tl2Ir5,"('Er', 'Ir', 'Tl')",0.0645759254693985,17
Tl5(Bi3Pt2)3,"('Bi', 'Pt', 'Tl')",3.5095104067295324e-07,17
La6CdBi5,"('Bi', 'Cd', 'La')",0.00014000647934153676,17
Li2TbSmF8,"('F', 'Li', 'Sm', 'Tb')",4.810874997929204e-06,17
In9Sn7Hg2,"('Hg', 'In', 'Sn')",0.13672317564487457,17
KRbNaCdHg2,"('Cd', 'Hg', 'K', 'Na', 'Rb')",0.01839294098317623,18
DyCd(InPt2)2,"('Cd', 'Dy', 'In', 'Pt')",2.012900263137496e-11,18
KTl2(PdPt)2,"('K', 'Pd', 'Pt', 'Tl')",0.00038806101656518877,18
C,"('C',)",0.07747747749090195,18
MgZn5Cu12,"('Cu', 'Mg', 'Zn')",0.0025320269633084536,18
Ba2GaRh2,"('Ba', 'Ga', 'Rh')",0.00013209099415689707,18
Dy4GaHg3,"('Dy', 'Ga', 'Hg')",0.9646286964416504,18
Zn11CuAg7,"('Ag', 'Cu', 'Zn')",0.1405036598443985,18
Tb3Pr2Sm3Er2,"('Er', 'Pr', 'Sm', 'Tb')",0.9841652512550354,18
Cs3Rb3ReF11,"('Cs', 'F', 'Rb', 'Re')",5.317099748936016e-06,18
Ti2MnSn,"('Mn', 'Sn', 'Ti')",0.004055961035192013,18
Li2ErAu3,"('Au', 'Er', 'Li')",0.2598065733909607,18
In7Ga9Ge2,"('Ga', 'Ge', 'In')",0.5509141087532043,18
CePr2In,"('Ce', 'In', 'Pr')",0.5186401009559631,18
Sr4(InAu)3,"('Au', 'In', 'Sr')",0.8525956273078918,18
CeNdBi,"('Bi', 'Ce', 'Nd')",0.08687435835599899,18
Y(Cd3Pt2)2,"('Cd', 'Pt', 'Y')",3.823769020527834e-06,19
Li2Hg2Au3,"('Au', 'Hg', 'Li')",0.02835790626704693,19
TbTlBr4,"('Br', 'Tb', 'Tl')",0.00010800338350236416,19
Al3Cu5,"('Al', 'Cu')",0.0007524691754952073,19
InPb6Au,"('Au', 'In', 'Pb')",2.4937802933777675e-08,19
Cs5K,"('Cs', 'K')",0.0002345029206480831,19
Sr3Zn2,"('Sr', 'Zn')",0.1065814346075058,19
Dy2HoIn4,"('Dy', 'Ho', 'In')",0.14165134727954865,19
SrCO3,"('C', 'O', 'Sr')",1.669876291998662e-05,19
Tb5Pr3Tm,"('Pr', 'Tb', 'Tm')",0.9996721148490906,19
LiHoZr2N4,"('Ho', 'Li', 'N', 'Zr')",0.7793378233909607,19
Er3Tl2Au,"('Au', 'Er', 'Tl')",0.01228196732699871,19
In4Hg5Pb2,"('Hg', 'In', 'Pb')",0.04490261152386665,19
AlAg,"('Ag', 'Al')",0.21855562925338745,19
PrDy2S3,"('Dy', 'Pr', 'S')",0.17542928457260132,19
PrLuBi2,"('Bi', 'Lu', 'Pr')",0.00017421877419110388,19
EuTlInSn,"('Eu', 'In', 'Sn', 'Tl')",0.06874518096446991,20
Li6Ag6SnGe2,"('Ag', 'Ge', 'Li', 'Sn')",0.9983099102973938,20
Li5Pt3,"('Li', 'Pt')",0.604798436164856,20
Na4Ho3TiTe8,"('Ho', 'Na', 'Te', 'Ti')",0.249709352850914,20
Na3LiS2,"('Li', 'Na', 'S')",0.00012627524847630411,20
Pr4Ga7Sn9,"('Ga', 'Pr', 'Sn')",0.1946927011013031,20
Tb4TmHg2,"('Hg', 'Tb', 'Tm')",0.9761227369308472,20
Na5ScHg4,"('Hg', 'Na', 'Sc')",0.21128974854946136,20
Tb12Ni7Au,"('Au', 'Ni', 'Tb')",0.8997239470481873,20
Pr6Sm9Y5,"('Pr', 'Sm', 'Y')",0.9619246125221252,20
Na5Tl9Cd4,"('Cd', 'Na', 'Tl')",0.8836959600448608,20
Na3TlBr4,"('Br', 'Na', 'Tl')",9.122645133174956e-05,20
Na2SrTiO4,"('Na', 'O', 'Sr', 'Ti')",1.6657080777804367e-05,20
LiAlZn6,"('Al', 'Li', 'Zn')",0.548669695854187,20
La2Tb5Mg,"('La', 'Mg', 'Tb')",0.9995595812797546,20
TbYNiAg,"('Ag', 'Ni', 'Tb', 'Y')",0.43985515832901,20
NbAl9Pd,"('Al', 'Nb', 'Pd')",0.1449446827173233,21
NaSr2PbCl8,"('Cl', 'Na', 'Pb', 'Sr')",9.635474270908162e-05,21
Tb2Pr4ErS8,"('Er', 'Pr', 'S', 'Tb')",0.09440331906080246,21
Tb3TeAsSe,"('As', 'Se', 'Tb', 'Te')",0.9999675750732422,21
Ba(ZnAu)2,"('Au', 'Ba', 'Zn')",0.8436003923416138,21
Li2DyMgCl8,"('Cl', 'Dy', 'Li', 'Mg')",4.6136246965033934e-05,21
Al4Zn13Ga3,"('Al', 'Ga', 'Zn')",0.15921826660633087,21
CaY(TlI4)2,"('Ca', 'I', 'Tl', 'Y')",0.0008821689989417791,21
Pr7Sm3In2,"('In', 'Pr', 'Sm')",0.639678955078125,21
CaAu3,"('Au', 'Ca')",2.0106910114756765e-13,21
K4Cd3Sn5,"('Cd', 'K', 'Sn')",0.5397515296936035,21
CaCd2InGa2,"('Ca', 'Cd', 'Ga', 'In')",0.5971544981002808,21
MgZn10(AgPd2)3,"('Ag', 'Mg', 'Pd', 'Zn')",0.0003058968868572265,21
Sr4Li3Cd,"('Cd', 'Li', 'Sr')",0.010752437636256218,21
NdCuSn3,"('Cu', 'Nd', 'Sn')",0.03769255056977272,21
Ba2In7Ag3,"('Ag', 'Ba', 'In')",0.9370469450950623,21
Cs3K3(RbNa)4,"('Cs', 'K', 'Na', 'Rb')",0.00014484183338936418,22
Pr2Dy3TmMg2,"('Dy', 'Mg', 'Pr', 'Tm')",0.960250735282898,22
Li3Dy2Y3S8,"('Dy', 'Li', 'S', 'Y')",0.01964849792420864,22
Ho5Tm5Sc2,"('Ho', 'Sc', 'Tm')",0.9969984292984009,22
HfTiCuNi2,"('Cu', 'Hf', 'Ni', 'Ti')",0.018164629116654396,22
MgGaCu2,"('Cu', 'Ga', 'Mg')",0.1688377410173416,22
RbTlBr4,"('Br', 'Rb', 'Tl')",0.00013212124758865684,22
LaTb2Nd2Dy,"('Dy', 'La', 'Nd', 'Tb')",0.9996639490127563,22
NaSr3Pd,"('Na', 'Pd', 'Sr')",0.11148249357938766,22
SbRh2Au,"('Au', 'Rh', 'Sb')",1.401298464324817e-45,22
MgZn2Ga7Ag2,"('Ag', 'Ga', 'Mg', 'Zn')",0.11090999096632004,22
Sc6Bi2As,"('As', 'Bi', 'Sc')",0.0038531015161424875,22
Ba3CdPt2,"('Ba', 'Cd', 'Pt')",0.4103600084781647,22
KRbNa4Hg5,"('Hg', 'K', 'Na', 'Rb')",0.013275261968374252,22
Mg(TiPd3)2,"('Mg', 'Pd', 'Ti')",2.546076016685106e-09,23
SrGa3Ag2,"('Ag', 'Ga', 'Sr')",0.94465571641922,23
Pr11Dy3Ho4,"('Dy', 'Ho', 'Pr')",0.9721986055374146,23
Cu5Ag2Au3,"('Ag', 'Au', 'Cu')",3.877721255207689e-09,23
Li2Y(CdAu)2,"('Au', 'Cd', 'Li', 'Y')",0.887769341468811,23
