split,material_id,dft_dielectric_scalar
train,anisonet_train_000110,3.120121667
train,anisonet_train_000113,6.408673667
train,anisonet_train_000115,7.361666667
train,anisonet_train_000116,7.448333333
train,anisonet_train_000120,10.45444133
train,anisonet_train_000121,9.254
train,anisonet_train_000122,9.240333333
train,anisonet_train_000123,4.197179667
train,anisonet_train_000124,10.13266667
train,anisonet_train_000125,4.649557
train,anisonet_train_000126,3.739464333
train,anisonet_train_000127,4.701768
train,anisonet_train_000129,4.580947667
train,anisonet_train_000130,3.452996
train,anisonet_train_000132,4.220213
train,anisonet_train_000133,3.464
train,anisonet_train_000136,4.713
train,anisonet_train_000137,5.209333333
train,anisonet_train_000140,5.192333333
train,anisonet_train_000141,4.919497333
train,anisonet_train_000142,5.378531333
train,anisonet_train_000143,13.507624
train,anisonet_train_000147,4.567829667
train,anisonet_train_000148,4.97712
train,anisonet_train_000149,5.648230333
train,anisonet_train_000150,5.252541
train,anisonet_train_000151,4.504000667
train,anisonet_train_000153,8.605
train,anisonet_train_000154,4.915333333
train,anisonet_train_000157,3.490139333
train,anisonet_train_000158,4.519666667
train,anisonet_train_000159,8.800299667
train,anisonet_train_000162,3.199768667
train,anisonet_train_000163,7.481666667
train,anisonet_train_000164,10.14266667
train,anisonet_train_000165,14.463608
train,anisonet_train_000167,4.952995
train,anisonet_train_000168,2.619308
train,anisonet_train_000170,3.29021
train,anisonet_train_000174,3.823375
train,anisonet_train_000175,5.499
train,anisonet_train_000176,5.123834
train,anisonet_train_000177,3.794666667
train,anisonet_train_000178,4.223
train,anisonet_train_000179,8.456882333
train,anisonet_train_000180,10.90033333
train,anisonet_train_000181,13.418
train,anisonet_train_000183,3.246697
train,anisonet_train_000184,2.478333333
train,anisonet_train_000185,2.406071667
train,anisonet_train_000187,7.092
train,anisonet_train_000189,4.768666667
train,anisonet_train_000190,5.157333333
train,anisonet_train_000193,3.899368
train,anisonet_train_000195,2.148529333
train,anisonet_train_000197,4.886811667
train,anisonet_train_000198,4.404945
train,anisonet_train_000199,4.920068667
train,anisonet_train_000200,5.754387333
train,anisonet_train_000202,2.175333333
train,anisonet_train_000203,2.189666667
train,anisonet_train_000206,2.167666667
train,anisonet_train_000209,2.838
train,anisonet_train_000210,1.950838333
train,anisonet_train_000211,2.591217333
train,anisonet_train_000213,2.185967667
train,anisonet_train_000219,2.253333333
train,anisonet_train_000220,2.084706667
train,anisonet_train_000221,2.230858667
train,anisonet_train_000222,2.820773333
train,anisonet_train_000223,2.515217
train,anisonet_train_000225,2.802731
train,anisonet_train_000226,2.831659333
train,anisonet_train_000227,1.741666667
train,anisonet_train_000229,2.019877667
train,anisonet_train_000230,1.830061333
train,anisonet_train_000231,2.160872667
train,anisonet_train_000232,2.115867
train,anisonet_train_000234,2.426666667
train,anisonet_train_000235,2.294333333
train,anisonet_train_000236,2.580406
train,anisonet_train_000237,2.62047
train,anisonet_train_000239,2.349666667
train,anisonet_train_000242,2.168935333
train,anisonet_train_000244,3.593257
train,anisonet_train_000245,2.11978
train,anisonet_train_000246,2.37
train,anisonet_train_000247,2.129973
train,anisonet_train_000248,2.357866333
train,anisonet_train_000249,2.294208667
train,anisonet_train_000253,3.960807667
train,anisonet_train_000256,2.861076333
train,anisonet_train_000257,2.178878333
train,anisonet_train_000258,1.855333333
train,anisonet_train_000259,2.145951333
train,anisonet_train_000260,2.262195
train,anisonet_train_000261,1.816983333
train,anisonet_train_000262,1.708355
train,anisonet_train_000263,1.926666667
train,anisonet_train_000265,1.830337333
train,anisonet_train_000266,2.516731667
train,anisonet_train_000267,2.635666667
train,anisonet_train_000269,2.406
train,anisonet_train_000274,2.259666667
train,anisonet_train_000275,2.493338667
train,anisonet_train_000277,2.372545
train,anisonet_train_000278,1.724993333
train,anisonet_train_000279,1.865742667
train,anisonet_train_000280,2.186933333
train,anisonet_train_000281,2.090666667
train,anisonet_train_000284,2.178483667
train,anisonet_train_000285,2.374758
train,anisonet_train_000286,1.778
train,anisonet_train_000287,2.79
train,anisonet_train_000288,2.787037333
train,anisonet_train_000289,3.059362
train,anisonet_train_000290,3.326666
train,anisonet_train_000293,2.073173333
train,anisonet_train_000295,2.748
train,anisonet_train_000296,1.994827333
train,anisonet_train_000297,2.050230333
train,anisonet_train_000298,2.093333333
train,anisonet_train_000299,2.092078
train,anisonet_train_000300,1.972922
train,anisonet_train_000301,2.4
train,anisonet_train_000302,2.184995
train,anisonet_train_000305,1.530666667
train,anisonet_train_000306,1.155
train,anisonet_train_000307,1.247333333
train,anisonet_train_000310,2.658516667
train,anisonet_train_000311,2.359738667
train,anisonet_train_000313,2.209805667
train,anisonet_train_000314,2.253854667
train,anisonet_train_000316,4.789062
train,anisonet_train_000317,3.062333333
train,anisonet_train_000319,2.066666667
train,anisonet_train_000324,2.296
train,anisonet_train_000327,2.415530667
train,anisonet_train_000328,2.462683667
train,anisonet_train_000332,3.304
train,anisonet_train_000333,3.538813
train,anisonet_train_000334,5.143333333
train,anisonet_train_000335,4.330220333
train,anisonet_train_000338,3.873666667
train,anisonet_train_000340,2.039666667
train,anisonet_train_000342,2.489825667
train,anisonet_train_000344,10.183402
train,anisonet_train_000345,1.977333333
train,anisonet_train_000346,2.439333333
train,anisonet_train_000348,3.187636
train,anisonet_train_000349,2.526321333
train,anisonet_train_000354,2.266218667
train,anisonet_train_000355,2.549666667
train,anisonet_train_000356,2.429215333
train,anisonet_train_000358,3.644666667
train,anisonet_train_000362,2.476666667
train,anisonet_train_000363,2.161333333
train,anisonet_train_000364,2.533084
train,anisonet_train_000365,3.333853
train,anisonet_train_000369,3.79
train,anisonet_train_000373,3.584958667
train,anisonet_train_000374,4.018
train,anisonet_train_000377,5.554070333
train,anisonet_train_000382,2.44
train,anisonet_train_000383,2.579000333
train,anisonet_train_000384,3.753177667
train,anisonet_train_000385,3.415867667
train,anisonet_train_000386,1.816666667
train,anisonet_train_000387,2.540333333
train,anisonet_train_000388,4.344505
train,anisonet_train_000389,2.99
train,anisonet_train_000390,2.468386333
train,anisonet_train_000391,4.455559
train,anisonet_train_000392,3.186455667
train,anisonet_train_000393,4.525703667
train,anisonet_train_000395,2.469349667
train,anisonet_train_000396,5.779333333
train,anisonet_train_000397,3.819470667
train,anisonet_train_000398,3.321
train,anisonet_train_000399,2.800333333
train,anisonet_train_000402,5.526201
train,anisonet_train_000403,8.079
train,anisonet_train_000404,4.445
train,anisonet_train_000405,4.406
train,anisonet_train_000406,3.364985333
train,anisonet_train_000407,4.104639333
train,anisonet_train_000409,6.28013
train,anisonet_train_000411,3.469356
train,anisonet_train_000413,5.121852667
train,anisonet_train_000416,4.508
train,anisonet_train_000417,3.704708
train,anisonet_train_000418,8.333493
train,anisonet_train_000419,9.507666667
train,anisonet_train_000424,10.66033333
train,anisonet_train_000425,4.960254333
train,anisonet_train_000426,8.173882333
train,anisonet_train_000427,3.609064667
train,anisonet_train_000428,2.626772
train,anisonet_train_000429,2.605058333
train,anisonet_train_000430,4.35297
train,anisonet_train_000431,3.69
train,anisonet_train_000432,3.389
train,anisonet_train_000433,5.419407667
train,anisonet_train_000434,5.896838333
train,anisonet_train_000437,4.744581333
train,anisonet_train_000438,2.924720333
train,anisonet_train_000439,2.593
train,anisonet_train_000440,3.943461333
train,anisonet_train_000442,5.284258
train,anisonet_train_000443,3.261052667
train,anisonet_train_000446,3.392856667
train,anisonet_train_000447,3.913709
train,anisonet_train_000448,4.951666667
train,anisonet_train_000452,5.307
train,anisonet_train_000453,10.372813
train,anisonet_train_000454,9.856490333
train,anisonet_train_000456,8.419
train,anisonet_train_000457,8.905666667
train,anisonet_train_000458,7.238251
train,anisonet_train_000459,7.851716
train,anisonet_train_000460,8.790100667
train,anisonet_train_000461,7.076061
train,anisonet_train_000462,7.801616
train,anisonet_train_000463,8.91562
train,anisonet_train_000464,10.69066667
train,anisonet_train_000466,5.871660333
train,anisonet_train_000469,6.128889
train,anisonet_train_000470,2.36642
train,anisonet_train_000471,3.190551
train,anisonet_train_000472,2.580436667
train,anisonet_train_000474,2.290620667
train,anisonet_train_000475,1.993878667
train,anisonet_train_000476,2.289043667
train,anisonet_train_000478,3.495789
train,anisonet_train_000479,3.430259
train,anisonet_train_000480,2.479458
train,anisonet_train_000484,5.546373
train,anisonet_train_000485,4.12268
train,anisonet_train_000486,6.282943333
train,anisonet_train_000487,4.446689333
train,anisonet_train_000489,4.231232333
train,anisonet_train_000490,4.177901333
train,anisonet_train_000491,2.952333333
train,anisonet_train_000493,5.593666667
train,anisonet_train_000495,5.705045667
train,anisonet_train_000497,5.339333333
train,anisonet_train_000499,6.145189333
train,anisonet_train_000500,6.686321667
train,anisonet_train_000501,6.804134333
train,anisonet_train_000503,7.599189
train,anisonet_train_000506,5.006666667
train,anisonet_train_000507,11.21139667
train,anisonet_train_000508,1.875666667
train,anisonet_train_000509,1.942
train,anisonet_train_000510,1.866333333
train,anisonet_train_000511,1.947
train,anisonet_train_000512,1.830666667
train,anisonet_train_000514,2.069333333
train,anisonet_train_000517,1.948
train,anisonet_train_000518,2.264303
train,anisonet_train_000519,2.288473667
train,anisonet_train_000520,3.598943667
train,anisonet_train_000523,2.577742333
train,anisonet_train_000527,3.061334333
train,anisonet_train_000529,3.216706
train,anisonet_train_000531,2.031333333
train,anisonet_train_000532,2.221
train,anisonet_train_000533,2.771333333
train,anisonet_train_000535,5.652518333
train,anisonet_train_000537,4.732324667
train,anisonet_train_000538,3.876218667
train,anisonet_train_000539,2.412282667
train,anisonet_train_000540,2.723303333
train,anisonet_train_000541,3.054134
train,anisonet_train_000542,4.606162
train,anisonet_train_000543,3.461333333
train,anisonet_train_000545,3.730333333
train,anisonet_train_000547,4.450915667
train,anisonet_train_000548,4.624563333
train,anisonet_train_000552,9.175
train,anisonet_train_000553,9.55912
train,anisonet_train_000556,5.752333333
train,anisonet_train_000557,7.527666667
train,anisonet_train_000558,7.674
train,anisonet_train_000560,3.432134667
train,anisonet_train_000561,4.246919667
train,anisonet_train_000562,3.834032333
train,anisonet_train_000563,3.373678333
train,anisonet_train_000564,2.466666667
train,anisonet_train_000565,4.193103
train,anisonet_train_000566,4.991489
train,anisonet_train_000568,10.050347
train,anisonet_train_000569,5.548225
train,anisonet_train_000570,4.518825
train,anisonet_train_000571,6.297393667
train,anisonet_train_000572,3.540666667
train,anisonet_train_000574,3.903573
train,anisonet_train_000575,4.986670333
train,anisonet_train_000576,5.468424667
train,anisonet_train_000577,5.958303333
train,anisonet_train_000578,5.090527333
train,anisonet_train_000586,7.578548667
train,anisonet_train_000587,9.064584
train,anisonet_train_000590,6.517006333
train,anisonet_train_000591,6.629333333
train,anisonet_train_000592,6.225851
train,anisonet_train_000595,10.152
train,anisonet_train_000596,10.53933333
train,anisonet_train_000597,6.23867
train,anisonet_train_000598,2.836374667
train,anisonet_train_000600,3.975931667
train,anisonet_train_000601,5.234940667
train,anisonet_train_000603,2.167666667
train,anisonet_train_000604,6.520884667
train,anisonet_train_000607,2.678920667
train,anisonet_train_000608,2.898
train,anisonet_train_000609,2.884397667
train,anisonet_train_000610,4.257666667
train,anisonet_train_000612,5.681254
train,anisonet_train_000613,5.677016667
train,anisonet_train_000615,4.682829333
train,anisonet_train_000616,5.558302333
train,anisonet_train_000617,7.139249667
train,anisonet_train_000620,4.372534667
train,anisonet_train_000623,4.503046
train,anisonet_train_000624,5.164
train,anisonet_train_000627,2.353666667
train,anisonet_train_000628,4.392141667
train,anisonet_train_000629,3.134884333
train,anisonet_train_000635,3.217333333
train,anisonet_train_000636,3.914590333
train,anisonet_train_000637,4.542328
train,anisonet_train_000638,5.219784667
train,anisonet_train_000639,6.271992
train,anisonet_train_000640,4.011489
train,anisonet_train_000641,6.099792
train,anisonet_train_000642,7.684977
train,anisonet_train_000643,4.879832667
train,anisonet_train_000644,4.813628333
train,anisonet_train_000645,3.578
train,anisonet_train_000646,3.850706
train,anisonet_train_000649,5.097355333
train,anisonet_train_000650,10.49884033
train,anisonet_train_000651,3.84
train,anisonet_train_000652,6.368666667
train,anisonet_train_000653,3.076333333
train,anisonet_train_000654,3.487666667
train,anisonet_train_000658,4.849
train,anisonet_train_000659,4.001666667
train,anisonet_train_000661,7.711009333
train,anisonet_train_000662,7.753063667
train,anisonet_train_000667,5.066555333
train,anisonet_train_000670,6.654142
train,anisonet_train_000671,6.858039
train,anisonet_train_000672,4.449333333
train,anisonet_train_000674,5.576333333
train,anisonet_train_000676,5.370333333
train,anisonet_train_000677,7.350092667
train,anisonet_train_000678,7.881
train,anisonet_train_000680,3.353351667
train,anisonet_train_000681,3.932168333
train,anisonet_train_000682,2.812
train,anisonet_train_000685,5.593583333
train,anisonet_train_000686,2.522732333
train,anisonet_train_000687,2.384333333
train,anisonet_train_000689,7.062937
train,anisonet_train_000692,2.598666667
train,anisonet_train_000694,4.272265667
train,anisonet_train_000695,2.869652667
train,anisonet_train_000696,3.468166
train,anisonet_train_000697,3.319666667
train,anisonet_train_000699,3.516166667
train,anisonet_train_000700,3.648127333
train,anisonet_train_000701,3.807051333
train,anisonet_train_000703,3.657578
train,anisonet_train_000704,4.369
train,anisonet_train_000705,5.930815333
train,anisonet_train_000708,5.149717333
train,anisonet_train_000709,5.345433
train,anisonet_train_000710,8.804333333
train,anisonet_train_000711,6.124
train,anisonet_train_000712,14.892
train,anisonet_train_000713,3.404654667
train,anisonet_train_000715,9.555666667
train,anisonet_train_000716,5.990878333
train,anisonet_train_000717,7.041666667
train,anisonet_train_000718,6.502241
train,anisonet_train_000719,10.489542
train,anisonet_train_000720,2.640600333
train,anisonet_train_000724,2.471109
train,anisonet_train_000725,6.879572667
train,anisonet_train_000726,1.868887667
train,anisonet_train_000728,3.594482333
train,anisonet_train_000731,8.885752
train,anisonet_train_000732,3.235246
train,anisonet_train_000733,3.29098
train,anisonet_train_000734,3.420592667
train,anisonet_train_000735,5.337529
train,anisonet_train_000736,6.716363
train,anisonet_train_000738,8.606589
train,anisonet_train_000739,2.685434333
train,anisonet_train_000744,8.573123333
train,anisonet_train_000745,5.615855667
train,anisonet_train_000748,4.961735
train,anisonet_train_000749,4.095154
train,anisonet_train_000751,5.323829333
train,anisonet_train_000752,4.796891
train,anisonet_train_000756,8.339877333
train,anisonet_train_000757,12.944955
train,anisonet_train_000758,7.950756333
train,anisonet_train_000759,8.864006667
train,anisonet_train_000760,5.899012667
train,anisonet_train_000763,9.438351333
train,anisonet_train_000765,14.686282
train,anisonet_train_000767,7.987692667
train,anisonet_train_000768,6.521868333
train,anisonet_train_000769,10.52633333
train,anisonet_train_000771,7.030625333
train,anisonet_train_000772,5.753
train,anisonet_train_000775,4.730619
train,anisonet_train_000778,4.999323667
train,anisonet_train_000781,9.680848
train,anisonet_train_000782,8.653419
train,anisonet_train_000783,8.388918667
train,anisonet_train_000785,8.671562333
train,anisonet_train_000786,7.230333333
train,anisonet_train_000788,10.84044167
train,anisonet_train_000789,10.98233333
train,anisonet_train_000790,14.53444333
train,anisonet_train_000791,2.581333333
train,anisonet_train_000792,2.469198333
train,anisonet_train_000793,4.157997
train,anisonet_train_000794,14.30669933
train,anisonet_train_000795,4.294284
train,anisonet_train_000796,4.686325333
train,anisonet_train_000799,4.540481
train,anisonet_train_000800,2.339435667
train,anisonet_train_000801,3.627646333
train,anisonet_train_000803,5.021725333
train,anisonet_train_000804,3.525774333
train,anisonet_train_000806,2.258513333
train,anisonet_train_000809,4.410072667
train,anisonet_train_000810,4.729719667
train,anisonet_train_000811,2.509333333
train,anisonet_train_000813,6.106613
train,anisonet_train_000816,6.213837333
train,anisonet_train_000817,2.077
train,anisonet_train_000820,5.377635667
train,anisonet_train_000821,1.922666667
train,anisonet_train_000822,2.213308667
train,anisonet_train_000823,5.550762333
train,anisonet_train_000825,2.109666667
train,anisonet_train_000826,2.344
train,anisonet_train_000827,1.988666667
train,anisonet_train_000829,2.215333333
train,anisonet_train_000830,4.208289
train,anisonet_train_000831,3.732274333
train,anisonet_train_000834,2.683703667
train,anisonet_train_000838,3.524496
train,anisonet_train_000839,2.229
train,anisonet_train_000841,2.166533
train,anisonet_train_000842,2.304967667
train,anisonet_train_000843,2.180805
train,anisonet_train_000844,2.030937333
train,anisonet_train_000845,2.34237
train,anisonet_train_000846,2.257392667
train,anisonet_train_000848,2.516356667
train,anisonet_train_000849,2.278215333
train,anisonet_train_000851,2.507564333
train,anisonet_train_000852,1.973299
train,anisonet_train_000853,2.735153
train,anisonet_train_000855,1.831
train,anisonet_train_000856,1.849666667
train,anisonet_train_000859,2.329
train,anisonet_train_000860,1.83
train,anisonet_train_000861,1.939
train,anisonet_train_000862,1.942333333
train,anisonet_train_000864,2.145666667
train,anisonet_train_000872,2.247
train,anisonet_train_000873,1.778333333
train,anisonet_train_000875,2.184336
train,anisonet_train_000877,2.012666667
train,anisonet_train_000879,2.000333333
train,anisonet_train_000880,2.236603667
train,anisonet_train_000882,2.060603
train,anisonet_train_000884,2.119327667
train,anisonet_train_000885,2.440005667
train,anisonet_train_000888,2.011112
train,anisonet_train_000889,2.320928333
train,anisonet_train_000890,2.592406333
train,anisonet_train_000891,2.307769
train,anisonet_train_000893,3.140333333
train,anisonet_train_000894,5.057938667
train,anisonet_train_000895,3.846
train,anisonet_train_000896,3.526333333
train,anisonet_train_000898,7.367
train,anisonet_train_000904,7.116666667
train,anisonet_train_000906,7.065333333
train,anisonet_train_000908,7.078
train,anisonet_train_000910,7.126
train,anisonet_train_000911,7.387333333
train,anisonet_train_000912,7.179666667
train,anisonet_train_000914,12.74794533
train,anisonet_train_000915,12.042496
train,anisonet_train_000916,13.003383
train,anisonet_train_000918,2.634531667
train,anisonet_train_000921,4.161542
train,anisonet_train_000923,3.10887
train,anisonet_train_000926,4.501698667
train,anisonet_train_000927,4.281004333
train,anisonet_train_000928,6.365666667
train,anisonet_train_000930,2.510033333
train,anisonet_train_000931,4.020666667
train,anisonet_train_000932,13.298216
train,anisonet_train_000936,9.512333333
train,anisonet_train_000937,3.015491667
train,anisonet_train_000938,4.053905667
train,anisonet_train_000940,3.163056
train,anisonet_train_000941,5.546487667
train,anisonet_train_000943,6.830763333
train,anisonet_train_000945,9.862799
train,anisonet_train_000946,7.759653667
train,anisonet_train_000947,8.838644
train,anisonet_train_000948,8.777482
train,anisonet_train_000951,14.483882
train,anisonet_train_000958,8.592203667
train,anisonet_train_000960,3.673746667
train,anisonet_train_000961,9.050120333
train,anisonet_train_000966,6.437946333
train,anisonet_train_000967,4.799333333
train,anisonet_train_000969,6.815
train,anisonet_train_000970,5.462
train,anisonet_train_000971,6.330666667
train,anisonet_train_000972,5.432739333
train,anisonet_train_000973,13.36049433
train,anisonet_train_000974,11.384431
train,anisonet_train_000975,10.507
train,anisonet_train_000978,4.639105333
train,anisonet_train_000979,4.845174
train,anisonet_train_000982,3.588753
train,anisonet_train_000983,4.674043
train,anisonet_train_000984,2.340482333
train,anisonet_train_000985,9.750001
train,anisonet_train_000986,4.231193667
train,anisonet_train_000987,5.955974333
train,anisonet_train_000990,3.343370667
train,anisonet_train_000991,3.323870333
train,anisonet_train_000992,6.681609
train,anisonet_train_000997,14.005065
train,anisonet_train_000998,5.564942667
train,anisonet_train_001002,3.083265333
train,anisonet_train_001003,2.671
train,anisonet_train_001004,11.70215067
train,anisonet_train_001007,3.533333333
train,anisonet_train_001010,4.38
train,anisonet_train_001013,3.068472667
train,anisonet_train_001014,2.933524333
train,anisonet_train_001015,2.817940667
train,anisonet_train_001017,2.911372
train,anisonet_train_001019,2.986884333
train,anisonet_train_001020,4.744063
train,anisonet_train_001021,5.378572
train,anisonet_train_001028,2.549958333
train,anisonet_train_001032,10.25821
train,anisonet_train_001033,6.018516
train,anisonet_train_001034,4.670861667
train,anisonet_train_001035,5.183794667
train,anisonet_train_001037,7.205686
train,anisonet_train_001038,7.223179333
train,anisonet_train_001040,2.75556
train,anisonet_train_001041,4.473250333
train,anisonet_train_001042,4.698145667
train,anisonet_train_001045,2.416666667
train,anisonet_train_001049,4.125321
train,anisonet_train_001050,5.609505
train,anisonet_train_001051,4.175187333
train,anisonet_train_001052,4.422308333
train,anisonet_train_001053,4.577046667
train,anisonet_train_001054,4.493211333
train,anisonet_train_001055,4.450855667
train,anisonet_train_001060,4.146992333
train,anisonet_train_001061,12.690323
train,anisonet_train_001062,6.213333333
train,anisonet_train_001064,2.473051333
train,anisonet_train_001066,3.299447667
train,anisonet_train_001067,3.731391333
train,anisonet_train_001068,3.857383333
train,anisonet_train_001071,4.978493
train,anisonet_train_001072,8.732320667
train,anisonet_train_001073,2.690874333
train,anisonet_train_001074,2.403305
train,anisonet_train_001075,2.666431333
train,anisonet_train_001078,2.830637667
train,anisonet_train_001079,3.305296
train,anisonet_train_001080,3.850918333
train,anisonet_train_001081,4.687947667
train,anisonet_train_001082,6.111068
train,anisonet_train_001084,2.299
train,anisonet_train_001085,2.352333333
train,anisonet_train_001086,2.561834667
train,anisonet_train_001091,7.050991
train,anisonet_train_001093,5.840376667
train,anisonet_train_001094,8.776
train,anisonet_train_001095,3.435342333
train,anisonet_train_001097,13.85566667
train,anisonet_train_001098,8.201004667
train,anisonet_train_001100,8.779525667
train,anisonet_train_001101,12.07057833
train,anisonet_train_001102,4.349469
train,anisonet_train_001103,4.370071667
train,anisonet_train_001107,2.736136333
train,anisonet_train_001109,5.894582
train,anisonet_train_001111,5.863706667
train,anisonet_train_001113,7.796757667
train,anisonet_train_001116,11.67233333
train,anisonet_train_001117,4.147606667
train,anisonet_train_001118,7.983737333
train,anisonet_train_001119,6.089
train,anisonet_train_001120,5.946229667
train,anisonet_train_001122,5.400666667
train,anisonet_train_001124,6.490666667
train,anisonet_train_001125,8.249666667
train,anisonet_train_001127,10.559982
train,anisonet_train_001130,9.165729667
train,anisonet_train_001131,3.766990333
train,anisonet_train_001133,5.500936667
train,anisonet_train_001135,4.734233667
train,anisonet_train_001137,11.773275
train,anisonet_train_001138,3.230296667
train,anisonet_train_001139,8.943505
train,anisonet_train_001142,3.217756
train,anisonet_train_001143,5.444626667
train,anisonet_train_001144,3.878415
train,anisonet_train_001145,4.074829333
train,anisonet_train_001150,4.167375
train,anisonet_train_001151,3.629302333
train,anisonet_train_001153,12.54732233
train,anisonet_train_001155,5.809947
train,anisonet_train_001156,6.958184
train,anisonet_train_001160,2.612455333
train,anisonet_train_001162,4.276079
train,anisonet_train_001163,4.386324333
train,anisonet_train_001164,5.592301333
train,anisonet_train_001165,7.190708667
train,anisonet_train_001166,9.329894667
train,anisonet_train_001169,5.502398667
train,anisonet_train_001170,5.520540333
train,anisonet_train_001173,8.670256
train,anisonet_train_001174,11.140975
train,anisonet_train_001175,6.671964667
train,anisonet_train_001176,9.104168
train,anisonet_train_001178,3.743477667
train,anisonet_train_001179,5.317354667
train,anisonet_train_001180,5.74143
train,anisonet_train_001181,7.389161
train,anisonet_train_001182,7.934292667
train,anisonet_train_001183,4.901521667
train,anisonet_train_001184,7.717873667
train,anisonet_train_001187,10.54048833
train,anisonet_train_001189,6.842666667
train,anisonet_train_001191,8.774333333
train,anisonet_train_001192,7.182333333
train,anisonet_train_001196,2.792145
train,anisonet_train_001198,4.210038
train,anisonet_train_001199,4.651201333
train,anisonet_train_001201,2.592
train,anisonet_train_001202,3.018253
train,anisonet_train_001205,7.001349
train,anisonet_train_001206,8.992063333
train,anisonet_train_001207,7.435592667
train,anisonet_train_001209,9.74887
train,anisonet_train_001210,3.656324333
train,anisonet_train_001213,4.611940667
train,anisonet_train_001214,5.819098333
train,anisonet_train_001215,7.444999333
train,anisonet_train_001217,5.019488333
train,anisonet_train_001218,7.176713
train,anisonet_train_001219,7.673496667
train,anisonet_train_001222,9.517437
train,anisonet_train_001224,3.0697
train,anisonet_train_001225,2.912137333
train,anisonet_train_001229,4.863580333
train,anisonet_train_001230,3.027553333
train,anisonet_train_001231,4.538060333
train,anisonet_train_001232,3.455821
train,anisonet_train_001233,4.931842
train,anisonet_train_001234,3.320945
train,anisonet_train_001235,3.470612333
train,anisonet_train_001236,3.879477667
train,anisonet_train_001237,3.425895333
train,anisonet_train_001238,5.170112667
train,anisonet_train_001239,5.210466667
train,anisonet_train_001240,6.494007
train,anisonet_train_001241,12.746
train,anisonet_train_001242,4.487684333
train,anisonet_train_001243,7.825325
train,anisonet_train_001245,4.985014333
train,anisonet_train_001246,3.419184333
train,anisonet_train_001247,4.429981333
train,anisonet_train_001248,7.534834667
train,anisonet_train_001249,3.550333333
train,anisonet_train_001250,6.88203
train,anisonet_train_001252,5.807363333
train,anisonet_train_001254,10.81916133
train,anisonet_train_001256,5.598022
train,anisonet_train_001258,5.271906667
train,anisonet_train_001259,2.803
train,anisonet_train_001260,4.457
train,anisonet_train_001264,3.520209667
train,anisonet_train_001265,3.537984
train,anisonet_train_001267,4.731666667
train,anisonet_train_001268,4.568333333
train,anisonet_train_001269,4.396148667
train,anisonet_train_001270,4.674747
train,anisonet_train_001271,4.676852667
train,anisonet_train_001272,4.720420667
train,anisonet_train_001273,7.525287
train,anisonet_train_001274,9.661
train,anisonet_train_001275,9.715113333
train,anisonet_train_001277,3.119526667
train,anisonet_train_001280,5.848643
train,anisonet_train_001281,7.220139
train,anisonet_train_001283,5.497654333
train,anisonet_train_001284,5.614932
train,anisonet_train_001285,5.032394333
train,anisonet_train_001287,6.453333333
train,anisonet_train_001288,3.802904
train,anisonet_train_001289,9.674
train,anisonet_train_001290,8.956
train,anisonet_train_001293,5.995255
train,anisonet_train_001294,4.884334
train,anisonet_train_001295,3.076992667
train,anisonet_train_001296,2.716794333
train,anisonet_train_001297,2.630228667
train,anisonet_train_001300,9.081075333
