guidance_factor,condition,target_value,structure_index,local_structure_index,global_structure_index,formula,chemical_system,predicted_dielectric_scalar,signed_error_to_target,abs_error_to_target,squared_error_to_target,within_1,within_2,energy_above_hull_per_atom,energy_above_hull,self_consistent_energy_above_hull,stable,rmsd_from_relaxation,is_unique,is_novel,is_explored,composition_valid,structure_valid,structure_comp_valid,novel_unique_stable,num_sites,volume,predicted_tensor
0,2,2,12,12,12,Ho4LiOS5,Ho-Li-O-S,6.958322869586535,4.958322869586535,4.958322869586535,24.58496567906485,False,False,0.1807735809019925,0.1807735809019925,0.1807735809019925,False,0.0017270871081476,True,True,True,False,True,False,False,11,210.7554450819044,"[[7.198481293073431, 5.960787946197753e-05, -4.607294389563178e-06], [5.960787946197753e-05, 6.982617310111558, 0.000947852898815216], [-4.607294389563178e-06, 0.000947852898815216, 6.693870005574617]]"
0,2,2,13,13,13,Mg2S2,Mg-S,4.478150029064495,2.478150029064495,2.478150029064495,6.141227566552358,False,False,0.1054691514818895,0.1054691514818895,0.0,False,0.0016702099423403,True,False,True,True,True,True,False,4,85.62580779053268,"[[4.233721472528926, 0.0003292134089521234, -3.937204524247286e-05], [0.0003292134089521234, 4.238573263052043, -1.5005102612701842e-06], [-3.937204524247286e-05, -1.5005102612701842e-06, 4.962155351612515]]"
0,2,2,14,14,14,Ag2CdS4Si,Ag-Cd-S-Si,5.777906845172271,3.777906845172271,3.777906845172271,14.2725801307995,False,False,0.0135498304011232,0.0135498304011232,0.0096906503870597,True,0.0030742497911892,True,False,True,True,True,True,False,8,183.79758853460743,"[[5.820365249176541, -0.03415455715661263, -0.05994544207726026], [-0.03415455715661263, 5.807719969145791, -0.07201016022163334], [-0.05994544207726026, -0.07201016022163334, 5.705635317194476]]"
0,2,2,15,15,15,BaCu4Na3O4,Ba-Cu-Na-O,5.172859374697631,3.172859374697631,3.172859374697631,10.067036611606644,False,False,0.133209860341056,0.133209860341056,0.133209860341056,False,1.1152976053503326e-15,True,True,True,False,True,False,False,12,222.66790777177087,"[[3.016330463537012, -0.0040038010958225205, -0.03417717294812243], [-0.0040038010958225205, 9.386778612064305, 0.0024722347818125676], [-0.03417717294812243, 0.0024722347818125676, 3.115469048491575]]"
0,2,2,16,16,16,Br3,Br,5.193289799123248,3.193289799123248,3.193289799123248,10.19709974118459,False,False,0.2030593617096356,0.2030593617096356,0.1513875134785971,False,7.419967475909163e-16,True,True,True,True,True,True,False,3,132.44822727548367,"[[4.7444181838913435, -0.7225688677315371, -2.642768383594163], [-0.7225688677315371, 6.171611575407424, -1.5433532516375217], [-2.642768383594163, -1.5433532516375217, 4.663839638070976]]"
0,2,2,17,17,17,N4Nd2Sm2,N-Nd-Sm,9.700718955881865,7.700718955881864,7.700718955881864,59.30107243747828,False,False,0.0271035317933847,0.0271035317933847,0.0271035317933847,True,0.0011877646037672,True,False,True,True,True,True,False,8,133.92826140913513,"[[9.78835471257567, 6.0734427828329745e-06, 3.457438133092049e-05], [6.0734427828329745e-06, 9.759864003637826, -0.08269017536664737], [3.457438133092049e-05, -0.08269017536664737, 9.55393815143209]]"
0,2,2,18,18,18,BrCl4O13,Br-Cl-O,2.7613345472238806,0.7613345472238806,0.7613345472238806,0.5796302927965913,True,True,0.2700123072203606,0.2700123072203606,0.2700123072203606,False,1.090510381213806e-15,True,True,True,True,True,True,False,18,337.5753156536618,"[[2.481632902951152, 0.06252630056485978, -0.32888401579632276], [0.06252630056485978, 2.6179605383846205, -0.20813689205530247], [-0.32888401579632276, -0.20813689205530247, 3.18441020033587]]"
0,2,2,19,19,19,Ba4O4Sb4,Ba-O-Sb,6.7443116624420325,4.7443116624420325,4.7443116624420325,22.508493150383483,False,False,0.2532333909780151,0.2532333909780151,0.1999837510959317,False,0.0018212676058042,True,True,True,True,True,True,False,12,372.8322878168676,"[[6.054523311169526, 0.0031280842708978395, -0.0019825033287580586], [0.0031280842708978395, 7.274787265231507, -0.9855434360207238], [-0.0019825033287580586, -0.9855434360207238, 6.903624410925066]]"
0,2,2,20,20,20,As2Dy2Li2O,As-Dy-Li-O,9.19040741899176,7.190407418991761,7.190407418991761,51.70195885109175,False,False,0.0722210226666497,0.0722210226666497,0.0722210226666497,True,0.0008388482673707,True,True,True,True,True,True,True,7,126.65582827676948,"[[9.685307156968301, -0.12223130529262578, -0.424095234563578], [-0.12223130529262578, 9.667741958575583, -0.4556364460014383], [-0.424095234563578, -0.4556364460014383, 8.218173141431395]]"
0,2,2,21,21,21,N3O10S3,N-O-S,1.746095628260725,-0.253904371739275,0.253904371739275,0.0644674299883159,True,True,0.1901560430666071,0.1901560430666071,0.1901560430666071,False,2.0318251792649e-15,True,True,True,False,True,False,False,16,466.6078348250421,"[[1.7197408963073753, 0.004817185588728762, -0.12802997153830356], [0.004817185588728762, 1.7627377238242357, 0.1239695248847453], [-0.12802997153830356, 0.1239695248847453, 1.7558082646505637]]"
0,2,2,22,22,22,H3O2Pb,H-O-Pb,3.717028016003725,1.717028016003725,1.717028016003725,2.9481852077416884,False,True,0.2012485144651554,0.2012485144651554,0.2012485144651554,False,1.035221535419152e-15,True,True,True,False,True,False,False,6,72.78139260270845,"[[3.8911153701793904, 0.1996740910503555, 0.023217760093909738], [0.1996740910503555, 3.722371394315285, 0.01332010120631595], [0.023217760093909738, 0.01332010120631595, 3.537597283516501]]"
0,2,2,23,23,23,Cl2Co2Er2,Cl-Co-Er,8.015147074861789,6.015147074861789,6.015147074861789,36.18199433221833,False,False,0.0346400052260094,0.0346400052260094,0.0,True,0.0012255620191054,True,True,True,True,True,True,True,6,137.89510566646095,"[[9.043016137389062, -0.059603455353845716, 0.5704201322686596], [-0.059603455353845716, 9.108475628061496, 0.3362390042563254], [0.5704201322686596, 0.3362390042563254, 5.893949459134804]]"
0,2,2,24,24,24,F4Mg2,F-Mg,1.7663022299434246,-0.2336977700565754,0.2336977700565754,0.054614647729416,True,True,0.1900285165435704,0.1900285165435704,0.0,False,0.0005333824300212,True,True,True,True,True,True,False,6,76.51400664701947,"[[1.893946494520378, 0.000405370435361228, 4.139547359943681e-06], [0.000405370435361228, 1.5074883263773726, -0.005408114591350443], [4.139547359943681e-06, -0.005408114591350443, 1.8974718689325232]]"
0,2,2,25,25,25,Br9FK9Zn,Br-F-K-Zn,2.416724537541663,0.416724537541663,0.416724537541663,0.1736593401893129,True,True,0.1070804470492619,0.1070804470492619,0.1070804470492619,False,1.6381667280928826e-15,True,True,True,False,True,False,False,20,752.2387291050367,"[[2.418377850642158, -0.002756193619751789, -0.007887592026325533], [-0.002756193619751789, 2.4471781936014523, -0.00929676367010823], [-0.007887592026325533, -0.00929676367010823, 2.3846175683813797]]"
0,2,2,26,26,26,Cu4FLi2O5,Cu-F-Li-O,8.359703184172469,6.359703184172469,6.359703184172469,40.44582459077344,False,False,0.1842046834700603,0.1842046834700603,0.1842046834700603,False,1.3312130803472558e-15,True,True,True,True,True,True,False,12,126.8828550836389,"[[7.100117344843032, -0.11810806692952457, 2.5368599328244006], [-0.11810806692952457, 10.164126450289105, -0.6640612752126301], [2.5368599328244006, -0.6640612752126301, 7.8148657573852605]]"
0,2,2,27,27,27,Al4CuFGeO8,Al-Cu-F-Ge-O,2.976279312677812,0.976279312677812,0.976279312677812,0.953121296362661,True,True,0.235621067484816,0.235621067484816,0.235621067484816,False,1.5863283105036338e-15,True,True,False,True,True,True,False,15,227.35651329835449,"[[3.3374761695071387, 0.0892420747763777, 0.07951967254377756], [0.0892420747763777, 3.024291515166201, -0.04376286415422953], [0.07951967254377756, -0.04376286415422953, 2.5670702533600966]]"
0,2,2,28,28,28,H3ClO,Cl-H-O,2.349961243701985,0.3499612437019848,0.3499612437019848,0.1224728720934399,True,True,0.0173325861444926,0.0173325861444926,0.0001635726928714,True,0.0012557392475249,True,False,True,True,True,True,False,5,67.18877089751771,"[[2.3830976276101903, -0.15867833994696054, -0.27366781058527534], [-0.15867833994696054, 2.455895986795352, -0.21878391048137924], [-0.27366781058527534, -0.21878391048137924, 2.2108901167004125]]"
0,2,2,29,29,29,Br4,Br,4.440091947823958,2.4400919478239578,2.4400919478239578,5.954048713835316,False,False,0.0516718482310385,0.0516718482310385,0.0,True,0.0007990971135427,True,True,True,True,True,True,True,4,177.68178215298607,"[[3.9089772749152636, 0.05791173367924455, -2.9382512487075223], [0.05791173367924455, 3.032708003229775, 0.039878262075340495], [-2.9382512487075223, 0.039878262075340495, 6.378590565326837]]"
0,2,2,30,30,30,Ag2In4S8Sc,Ag-In-S-Sc,9.308301046267044,7.308301046267044,7.308301046267044,53.41126418286797,False,False,0.1451074284936826,0.1451074284936826,0.1451074284936826,False,0.0018852124813372,True,True,True,True,True,True,False,15,327.9844532195102,"[[9.540789419852963, -0.04860594366491935, 0.016173797229126183], [-0.04860594366491935, 9.2517999469709, -0.0792632346389473], [0.016173797229126183, -0.0792632346389473, 9.13231377197727]]"
0,2,2,31,31,31,Ba2N6Nb2,Ba-N-Nb,7.509574049491872,5.509574049491872,5.509574049491872,30.35540620683426,False,False,0.2016574610330277,0.2016574610330277,0.1222136067788035,False,0.002665295386124,True,True,True,True,True,True,False,10,167.6992810221416,"[[9.397224065032308, 0.003456225845275166, -0.5206190851341371], [0.003456225845275166, 6.440513610489881, 0.007634243463311366], [-0.5206190851341371, 0.007634243463311366, 6.690984472953421]]"
0,2,2,32,32,32,RbTe2,Rb-Te,9.826337724752769,7.826337724752769,7.826337724752769,61.25156218188834,False,False,0.1190498767719341,0.1190498767719341,0.0,False,0.0006617915379662,True,False,True,False,True,False,False,3,129.5020786114692,"[[17.667210846723176, -0.11274279770040783, 3.5824061474520956], [-0.11274279770040783, 5.34907221910765, -0.19221061484195406], [3.5824061474520956, -0.19221061484195406, 6.462730108427475]]"
0,2,2,33,33,33,Cs2S5Se2,Cs-S-Se,3.5397219763367733,1.539721976336773,1.539721976336773,2.37074376441442,False,True,0.1771943066430017,0.1771943066430017,0.1771943066430017,False,1.171837154427114e-15,True,True,True,True,True,True,False,9,367.174159376091,"[[3.7997852737197926, 0.289796921206401, -0.1203700493580236], [0.289796921206401, 3.4001704969896456, 0.002463190825840985], [-0.1203700493580236, 0.002463190825840985, 3.4192101583008814]]"
0,2,2,34,34,34,HF2K,F-H-K,1.724148838220733,-0.2758511617792669,0.2758511617792669,0.0760938634549713,True,True,0.0260626283286722,0.0260626283286722,0.0,True,0.0016668477343632,True,False,True,True,True,True,False,4,71.48883200503056,"[[1.6525670916756916, 0.030496961805542643, -0.11870228840600179], [0.030496961805542643, 1.6237907522009203, -0.07521957598115077], [-0.11870228840600179, -0.07521957598115077, 1.8960886707855875]]"
0,2,2,35,35,35,Er7S12Ti,Er-S-Ti,7.234183046739894,5.234183046739894,5.234183046739894,27.396672166779325,False,False,0.1371181371086747,0.1371181371086747,0.1371181371086747,False,4.574644529652409e-05,True,True,True,True,True,True,False,20,447.6686170444926,"[[7.54110371477691, -0.00031486279135449957, 0.0002830716410630489], [-0.00031486279135449957, 7.038553146268865, -0.015440064159873996], [0.0002830716410630489, -0.015440064159873996, 7.122892279173912]]"
0,2,2,36,36,36,Cl6Rb2Zr,Cl-Rb-Zr,2.822891865822043,0.8228918658220432,0.8228918658220432,0.6771510228360835,True,True,0.0530140474017173,0.0530140474017173,0.0,True,0.0019960948717384,True,False,True,True,True,True,False,9,284.1334879904192,"[[2.822819278682622, 0.001214382390801286, 0.002837714842360103], [0.001214382390801286, 2.820045992547272, 0.00251530950534355], [0.002837714842360103, 0.00251530950534355, 2.825810326236235]]"
0,2,2,37,37,37,Ca2F2O2,Ca-F-O,2.945934007957429,0.9459340079574292,0.9459340079574292,0.8947911474104058,True,True,0.1353795553649615,0.1353795553649615,0.1276075372716274,False,5.30150894733835e-16,True,True,True,True,True,True,False,6,82.78350807071885,"[[3.026259929146402, 0.05798939885717971, 0.02224853987610317], [0.05798939885717971, 3.0314668094998014, -0.026429923971701748], [0.02224853987610317, -0.026429923971701748, 2.780075285226083]]"
0,2,2,38,38,38,K2O5Sn2Zn,K-O-Sn-Zn,4.731200090426918,2.731200090426918,2.731200090426918,7.459453933948004,False,False,0.533246203809508,0.533246203809508,0.533246203809508,False,0.0024802341867818,True,True,True,True,True,True,False,10,161.67876524211567,"[[4.667261123269531, 0.0814708810319158, -0.11259052527293932], [0.0814708810319158, 4.713976791135502, -0.14930105766171914], [-0.11259052527293932, -0.14930105766171914, 4.812362356875722]]"
0,2,2,39,39,39,CrO8Tm3,Cr-O-Tm,4.62211160411972,2.62211160411972,2.62211160411972,6.875469264459291,False,False,0.403242008491917,0.403242008491917,0.3944342499948305,False,0.0012413362805634,True,True,True,True,True,True,False,12,148.0246099119835,"[[4.680923885653455, -0.00034163570809655195, 0.0035761583990483355], [-0.00034163570809655195, 4.6808265290074615, 0.010939539865311057], [0.0035761583990483355, 0.010939539865311057, 4.504584397698243]]"
0,2,2,40,40,40,Cr4Li2O8,Cr-Li-O,6.893023116905606,4.893023116905606,4.893023116905606,23.94167522257265,False,False,0.4509995244602756,0.4509995244602756,0.3535970526542389,False,1.6229329147696033e-15,True,True,True,False,True,False,False,14,247.3543953014133,"[[6.892202182728513, -0.0012892669611309705, -0.0011063129877550498], [-0.0012892669611309705, 6.892613392773863, 0.0025819131945566554], [-0.0011063129877550498, 0.0025819131945566554, 6.894253775214442]]"
0,2,2,41,41,41,H4K4,H-K,2.821726385338129,0.8217263853381289,0.8217263853381289,0.6752342523608671,True,True,0.006602909270176,0.006602909270176,0.0,True,0.000529998407168,True,False,True,True,True,True,False,8,184.7808949419536,"[[2.8216779282652014, 9.037731066511445e-05, 0.00016458230826909233], [9.037731066511445e-05, 2.821521859253276, 0.00012970374968062788], [0.00016458230826909233, 0.00012970374968062788, 2.8219793684959122]]"
0,2,2,42,42,42,O2Zn2,O-Zn,6.207931475335658,4.207931475335658,4.207931475335658,17.706687301120528,False,False,0.0450494598346091,0.0450494598346091,0.01007430267334,True,0.00073204951775,True,False,True,True,True,True,False,4,49.67800567759407,"[[6.2072158150376735, -0.0006095363158601331, 0.0006446803751597674], [-0.0006095363158601331, 6.210244160498347, 0.0009805263776306793], [0.0006446803751597674, 0.0009805263776306793, 6.206334450470952]]"
0,2,2,43,43,43,H2Br2,Br-H,2.09346136554058,0.09346136554058,0.09346136554058,0.0087350268487099,True,True,0.0273752405297558,0.0273752405297558,0.0,True,9.321907481344798e-16,True,False,True,True,True,True,False,4,145.92964487514817,"[[1.935332892309425, -0.3307384014766448, -0.003283904878072007], [-0.3307384014766448, 2.152875534919991, -0.0031513216418364185], [-0.003283904878072007, -0.0031513216418364185, 2.192175669392323]]"
0,2,2,44,44,44,Ag3CuHf2S6,Ag-Cu-Hf-S,8.999995332950737,6.999995332950737,6.999995332950737,48.999934661332105,False,False,0.112186812131533,0.112186812131533,0.112186812131533,False,1.7003043370941818e-15,True,True,True,True,True,True,False,12,260.6616497515309,"[[9.670209548057516, 0.004630602335848974, -0.009280878261558332], [0.004630602335848974, 8.291814259979656, 0.5771350149328907], [-0.009280878261558332, 0.5771350149328907, 9.037962190815042]]"
0,2,2,45,45,45,BaOS,Ba-O-S,4.013713979542243,2.013713979542243,2.013713979542243,4.055043991403857,False,False,0.6479492846383303,0.6479492846383303,0.2861519527999956,False,0.002173165150565,True,True,True,True,True,True,False,3,73.66645068383228,"[[4.024244915632664, -0.006146062239954981, -0.010712837206333715], [-0.006146062239954981, 4.017389589254743, -0.01658243722576831], [-0.010712837206333715, -0.01658243722576831, 3.9995074337393177]]"
0,2,2,46,46,46,O8P2Ta,O-P-Ta,3.829679953760361,1.829679953760361,1.829679953760361,3.3477287331925165,False,True,0.1501126749880086,0.1501126749880086,0.0,False,0.0027944392321946,True,True,True,True,True,True,False,11,150.87644410170554,"[[4.020388356344186, -4.93127983635466e-05, -0.0012396799514852632], [-4.93127983635466e-05, 4.02168284193638, -0.002012106088359079], [-0.0012396799514852632, -0.002012106088359079, 3.446968663000515]]"
0,2,2,47,47,47,Cs6P4,Cs-P,4.380016021602139,2.380016021602139,2.380016021602139,5.664476263082874,False,False,0.0006306669462725,0.0006306669462725,0.0,True,0.0011288411120635,True,True,True,False,True,False,True,10,517.4721930277665,"[[4.660043092226096, -9.233227555937199e-05, -0.00032739487569953307], [-9.233227555937199e-05, 3.794622378666814, -0.0002018894655186437], [-0.00032739487569953307, -0.0002018894655186437, 4.685382593913508]]"
0,2,2,48,48,48,Cs3F6W,Cs-F-W,2.298716843026209,0.298716843026209,0.298716843026209,0.0892317523075448,True,True,0.0668834276213443,0.0668834276213443,0.0,True,0.0018633314296806,True,True,True,True,True,True,True,10,238.50652809005464,"[[2.298654702382251, 5.1121055558766864e-05, 2.054856532431065e-05], [5.1121055558766864e-05, 2.2987141566572014, 2.5616745824034474e-07], [2.054856532431065e-05, 2.5616745824034474e-07, 2.2987816700391743]]"
0,2,2,49,49,49,Mg2N2,Mg-N,5.170825793480623,3.170825793480623,3.170825793480623,10.054136212602025,False,False,0.6906204834162137,0.6906204834162137,0.0,False,0.0012241068340965,True,True,True,True,True,True,False,4,50.85722832941541,"[[4.9382075971824735, 0.00020156201802998448, -0.00018572874015871347], [0.00020156201802998448, 4.932373413587564, 0.0004563649635276054], [-0.00018572874015871347, 0.0004563649635276054, 5.641896369671829]]"
0,2,2,50,50,50,AgAlS2,Ag-Al-S,6.031684209705261,4.031684209705261,4.031684209705261,16.25447756678674,False,False,0.2022492104900379,0.2022492104900379,0.1186068474908719,False,0.0013825546699617,True,True,True,True,True,True,False,4,88.35692148753569,"[[6.013218107599647, 0.002380974364722739, -0.021193113319051406], [0.002380974364722739, 6.008121599638147, -0.011771559020810696], [-0.021193113319051406, -0.011771559020810696, 6.073712921877986]]"
0,2,2,51,51,51,Mo2NaO4,Mo-Na-O,4.453982599456172,2.453982599456172,2.453982599456172,6.02203059843367,False,False,0.314186733298861,0.314186733298861,0.1242307065074346,False,0.0003217854160114,True,True,True,False,True,False,False,7,94.50849451063408,"[[5.365720876818166, 5.821772648938684e-05, -0.001722922076381087], [5.821772648938684e-05, 5.36619499955606, 0.00030334767844136795], [-0.001722922076381087, 0.00030334767844136795, 2.630031921994288]]"
0,2,2,52,52,52,F5La2O4W,F-La-O-W,3.706367291928862,1.7063672919288622,1.7063672919288622,2.9116893349646387,False,True,0.3283625578796432,0.3283625578796432,0.3283625578796432,False,0.001650016055663,True,True,True,True,True,True,False,12,172.0486186731029,"[[3.6553641317430925, -0.3143659902670946, 0.2970486153090506], [-0.3143659902670946, 3.8412393251779573, 0.10868469494091315], [0.2970486153090506, 0.10868469494091315, 3.622498418865539]]"
0,2,2,53,53,53,F12PbSb2,F-Pb-Sb,2.288073812561496,0.2880738125614961,0.2880738125614961,0.0829865214837159,True,True,0.0104801340512681,0.0104801340512681,0.0,True,1.5275019462876345e-15,True,True,True,True,True,True,True,15,264.5916589172391,"[[2.2586782620235075, -0.16487796518471334, 0.13029227278475153], [-0.16487796518471334, 2.344525503416506, 0.10400753963581211], [0.13029227278475153, 0.10400753963581211, 2.2610176722444706]]"
0,2,2,54,54,54,C2Ba2O6,Ba-C-O,2.676303717366632,0.6763037173666318,0.6763037173666318,0.4573867181239249,True,True,0.0593997557163632,0.0593997557163632,0.0,True,0.0015374054931013,True,False,True,True,True,True,False,10,165.23983748090512,"[[2.7525350239145334, 0.0015114903359916682, 0.2457700668590274], [0.0015114903359916682, 2.9434092037874304, -0.0007949185393814198], [0.2457700668590274, -0.0007949185393814198, 2.3329669243979314]]"
0,2,2,55,55,55,C2Ca6CoF4,C-Ca-Co-F,4.678983576637063,2.678983576637063,2.678983576637063,7.176953003891111,False,False,0.0695213218645802,0.0695213218645802,0.0695213218645802,True,9.532321168292974e-16,True,True,False,False,True,False,True,13,256.33955963744205,"[[5.107563802464746, -0.004332038524945545, -0.0003026929453744414], [-0.004332038524945545, 4.217844651950439, 0.080044120462153], [-0.0003026929453744414, 0.080044120462153, 4.711542275496003]]"
0,2,2,56,56,56,BaNaSb2,Ba-Na-Sb,12.7134705834445,10.7134705834445,10.7134705834445,114.77845194233063,False,False,0.0960204483083373,0.0960204483083373,0.0960204483083373,True,0.0012131321551344,True,True,True,True,True,True,True,4,130.11650308822985,"[[11.139418260524106, 1.8110719776597514e-05, -0.014491415369154853], [1.8110719776597514e-05, 11.140154439680485, -0.006184543014566847], [-0.014491415369154853, -0.006184543014566847, 15.860839050128913]]"
0,2,2,57,57,57,B2K2LuO6,B-K-Lu-O,2.723622470203819,0.7236224702038192,0.7236224702038192,0.5236294793838772,True,True,0.0906675173809778,0.0906675173809778,0.0906675173809778,True,0.0024584660486009,True,False,True,True,True,True,False,11,153.35181038581828,"[[2.8403018248235994, 0.0032919176108727427, -0.001474890721739642], [0.0032919176108727427, 2.785920954688442, -0.17153012866268252], [-0.001474890721739642, -0.17153012866268252, 2.5446446310994166]]"
0,2,2,58,58,58,CuMn2O8P2Sr,Cu-Mn-O-P-Sr,3.487468699510527,1.487468699510527,1.487468699510527,2.2125631320235386,False,True,0.2785191759450018,0.2785191759450018,0.2785191759450018,False,1.0878284070031589e-15,True,True,False,True,True,True,False,14,228.62188561190365,"[[3.6973455309255114, -0.05323322512852298, 0.013932341521684153], [-0.05323322512852298, 3.0154581150271507, -0.2212950053337845], [0.013932341521684153, -0.2212950053337845, 3.749602452578918]]"
0,2,2,59,59,59,CuPdTe2,Cu-Pd-Te,16.817764963808838,14.817764963808838,14.817764963808838,219.56615852268072,False,False,0.0662424209993703,0.0662424209993703,0.0662424209993703,True,0.0004786840553673,True,True,True,False,True,False,True,4,90.96318027165408,"[[19.286645701785268, 0.002140253951589146, -0.0005509039318117207], [0.002140253951589146, 16.229846555480847, 1.7015257760962281], [-0.0005509039318117207, 1.7015257760962281, 14.936802634160394]]"
