record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_15', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_15.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_15.cif', 'raw_valid': True, 'formula': 'Li6 Ag6 Sn1 Ge2', 'chemical_system': 'Ag-Ge-Li-Sn', 'num_sites': 15, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif', 'relaxation_success': True, 'total_energy': -44.50577163696289, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.11632831111806, 'predicted_tensor': '[[12.408960344302038, -0.08005317155281608, 0.7633077719138485], [-0.08005317155281608, 11.452878279955076, 0.34821684353980725], [0.7633077719138485, 0.34821684353980725, 12.48714630909706]]', 'volume': 266.7846236902621, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.1163283111180604, 'reward_raw': 0.9983098953422076, 'reward_final': 0.9983099, 'gate_reason': nan, 'reward_final_diversity': 0.9983099, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 20}",Li6Ag6SnGe2,"('Ag', 'Ge', 'Li', 'Sn')",0.9983099,20
"{'structure_id': 'gen_8', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_8.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_8.cif', 'raw_valid': True, 'formula': 'La1 Tb2 Dy3 Er6', 'chemical_system': 'Dy-Er-La-Tb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_8_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.119441986083984, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.880817871290644, 'predicted_tensor': '[[11.799348883680263, 5.2560616701389627e-05, 0.0002935424263644279], [5.2560616701389627e-05, 11.901688600431287, -0.004265909087912859], [0.0002935424263644279, -0.004265909087912859, 11.941416129760388]]', 'volume': 378.8208845234831, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.1191821287093564, 'reward_raw': 0.9982260278764484, 'reward_final': 0.9982260465621948, 'gate_reason': '', 'reward_final_diversity': 0.9982260465621948, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 9}",LaTb2(DyEr2)3,"('Dy', 'Er', 'La', 'Tb')",0.9982260465621948,9
"{'structure_id': 'gen_7', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_7.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_7.cif', 'raw_valid': True, 'formula': 'Sr2 Cd5 Au4', 'chemical_system': 'Au-Cd-Sr', 'num_sites': 11, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_7_relaxed.cif', 'relaxation_success': True, 'total_energy': -25.494680404663086, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.121108911343306, 'predicted_tensor': '[[11.094248878956328, 0.4014427378954629, -0.009850017358215134], [0.4014427378954629, 11.5531963934457, 0.012273482064029503], [-0.009850017358215134, 0.012273482064029503, 13.71588146162788]]', 'volume': 279.5203420180285, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.12110891134330615, 'reward_raw': 0.9981682586388467, 'reward_final': 0.9981682300567627, 'gate_reason': '', 'reward_final_diversity': 0.9981682300567627, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 2}",Sr2Cd5Au4,"('Au', 'Cd', 'Sr')",0.9981682300567628,2
"{'structure_id': 'gen_26', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_26.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_26.cif', 'raw_valid': True, 'formula': 'Li4 Al3 Zn3 Ag4', 'chemical_system': 'Ag-Al-Li-Zn', 'num_sites': 14, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/relaxed/relaxed_cifs/gen_26_relaxed.cif', 'relaxation_success': True, 'total_energy': -36.3390998840332, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.14989222641752, 'predicted_tensor': '[[12.81478248239788, -0.0014951063841295105, -0.0010519059845623781], [-0.0014951063841295105, 11.932959916358863, -0.814722613350009], [-0.0010519059845623781, -0.814722613350009, 11.70193428049582]]', 'volume': 223.51081827399568, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.14989222641752065, 'reward_raw': 0.9971954800917351, 'reward_final': 0.9971954822540283, 'gate_reason': '', 'reward_final_diversity': 0.9971954822540283, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 7}",Li4Al3Zn3Ag4,"('Ag', 'Al', 'Li', 'Zn')",0.9971954822540284,7
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Hg2', 'chemical_system': 'Hg', 'num_sites': 2, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -0.6012163162231445, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.182628261887604, 'predicted_tensor': '[[12.30814797206946, 0.13462286819777275, -0.04200583492039646], [0.13462286819777275, 11.79119435062051, -0.01152895149075302], [-0.04200583492039646, -0.01152895149075302, 12.448542462972839]]', 'volume': 62.29280365884564, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.1826282618876042, 'reward_raw': 0.9958395435241858, 'reward_final': 0.99583954, 'gate_reason': nan, 'reward_final_diversity': 0.99583954, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 12}",Hg,"('Hg',)",0.99583954,12
"{'structure_id': 'gen_34', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_34.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_34.cif', 'raw_valid': True, 'formula': 'Y3 Er5 Tm2 Sc2', 'chemical_system': 'Er-Sc-Tm-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif', 'relaxation_success': True, 'total_energy': -63.560089111328125, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.188348711832925, 'predicted_tensor': '[[12.491743663087576, -0.0007411442383726972, 0.00017797355872246846], [-0.0007411442383726972, 11.91685861349346, 0.1599462848362138], [0.00017797355872246846, 0.1599462848362138, 12.156443858917726]]', 'volume': 361.1999369356945, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.18834871183292456, 'reward_raw': 0.9955754127993026, 'reward_final': 0.9955754280090332, 'gate_reason': '', 'reward_final_diversity': 0.9955754280090332, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 10}",Y3Er5(TmSc)2,"('Er', 'Sc', 'Tm', 'Y')",0.9955754280090332,10
"{'structure_id': 'gen_44', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/input_cifs/gen_44.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/input_cifs/gen_44.cif', 'raw_valid': True, 'formula': 'Li4 Er2 Sn5', 'chemical_system': 'Er-Li-Sn', 'num_sites': 11, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0006/postprocess/relaxed/relaxed_cifs/gen_44_relaxed.cif', 'relaxation_success': True, 'total_energy': -41.7631950378418, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.200007664402309, 'predicted_tensor': '[[11.504588532521446, -8.708130667704054e-06, -0.0002973359463069845], [-8.708130667704054e-06, 11.503407220798463, -8.731008248473445e-05], [-0.0002973359463069845, -8.731008248473445e-05, 13.592027239887006]]', 'volume': 256.3184930427079, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2000076644023085, 'reward_raw': 0.995012097876652, 'reward_final': 0.9950121, 'gate_reason': nan, 'reward_final_diversity': 0.9950121, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 6}",Li4Er2Sn5,"('Er', 'Li', 'Sn')",0.9950121,6
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Sr2 Hg8', 'chemical_system': 'Hg-Sr', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -9.073095321655273, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.760614208101208, 'predicted_tensor': '[[11.752109866403863, 0.0007251432462221557, 0.017223185954694645], [0.0007251432462221557, 12.313463272965476, -0.015894208334456334], [0.017223185954694645, -0.015894208334456334, 11.216269484934287]]', 'volume': 280.9450676928423, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.23938579189879228, 'reward_raw': 0.9928623998592375, 'reward_final': 0.9928624033927917, 'gate_reason': '', 'reward_final_diversity': 0.9928624033927917, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 2}",SrHg4,"('Hg', 'Sr')",0.9928624033927916,2
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Na2 Cd2 In5 Hg2', 'chemical_system': 'Cd-Hg-In-Na', 'num_sites': 11, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -19.104825973510746, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.751446932191906, 'predicted_tensor': '[[12.313446550286619, 0.003730486933448106, -0.021537573581832937], [0.003730486933448106, 12.282001644925316, -0.011003567770579734], [-0.021537573581832937, -0.011003567770579734, 10.658892601363798]]', 'volume': 310.0926970152838, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2485530678080945, 'reward_raw': 0.99230741213393, 'reward_final': 0.9923074, 'gate_reason': nan, 'reward_final_diversity': 0.9923074, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 5}",Na2Cd2In5Hg2,"('Cd', 'Hg', 'In', 'Na')",0.9923074,5
"{'structure_id': 'gen_63', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_63.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_63.cif', 'raw_valid': True, 'formula': 'Ce2 Sm1 Y1 Se4', 'chemical_system': 'Ce-Se-Sm-Y', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_63_relaxed.cif', 'relaxation_success': True, 'total_energy': -51.35105514526367, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.248659037566616, 'predicted_tensor': '[[12.70631267297064, -0.003242701411622111, -0.004688287459256799], [-0.003242701411622111, 12.61829603023003, -0.011595127464694169], [-0.004688287459256799, -0.011595127464694169, 11.42136840949917]]', 'volume': 204.7645440231937, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.24865903756661645, 'reward_raw': 0.9923008766393845, 'reward_final': 0.9923008680343628, 'gate_reason': '', 'reward_final_diversity': 0.9923008680343628, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 10}",Ce2SmYSe4,"('Ce', 'Se', 'Sm', 'Y')",0.9923008680343628,10
"{'structure_id': 'gen_42', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_42.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_42.cif', 'raw_valid': True, 'formula': 'La2 Tb2 Pr2 Dy4', 'chemical_system': 'Dy-La-Pr-Tb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/relaxed/relaxed_cifs/gen_42_relaxed.cif', 'relaxation_success': True, 'total_energy': -46.801658630371094, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.257853826104244, 'predicted_tensor': '[[12.327068789330442, 7.35635084956256e-05, 0.00039937399571819395], [7.35635084956256e-05, 12.255276402707723, 0.002650735827414789], [0.00039937399571819395, 0.002650735827414789, 12.191216286274562]]', 'volume': 335.239472129207, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.25785382610424357, 'reward_raw': 0.9917233670433885, 'reward_final': 0.991723358631134, 'gate_reason': '', 'reward_final_diversity': 0.991723358631134, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 7}",LaTbPrDy2,"('Dy', 'La', 'Pr', 'Tb')",0.991723358631134,7
"{'structure_id': 'gen_1', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_1.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_1.cif', 'raw_valid': True, 'formula': 'La4 Y4 Er2 Tm2', 'chemical_system': 'Er-La-Tm-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif', 'relaxation_success': True, 'total_energy': -63.0914306640625, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.259397528422753, 'predicted_tensor': '[[12.49144928633612, -0.0004121022441911819, -2.6120933018942062e-05], [-0.0004121022441911819, 11.965323928292426, -0.09236033260136157], [-2.6120933018942062e-05, -0.09236033260136157, 12.32141937063971]]', 'volume': 399.4069091869613, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.25939752842275254, 'reward_raw': 0.9916243878115616, 'reward_final': 0.9916244149208069, 'gate_reason': '', 'reward_final_diversity': 0.9916244149208069, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 6}",La2Y2ErTm,"('Er', 'La', 'Tm', 'Y')",0.9916244149208068,6
"{'structure_id': 'gen_25', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_25.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_25.cif', 'raw_valid': True, 'formula': 'Li2 Tb2 Y4 Tl4', 'chemical_system': 'Li-Tb-Tl-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif', 'relaxation_success': True, 'total_energy': -51.764381408691406, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.732356145016448, 'predicted_tensor': '[[12.43536709246364, 0.0003213301658621634, 0.0003566404275833354], [0.0003213301658621634, 11.776836872613945, -0.002377270847049604], [0.0003566404275833354, -0.002377270847049604, 10.98486446997175]]', 'volume': 323.9815450619029, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.267643854983552, 'reward_raw': 0.991085814914047, 'reward_final': 0.9910858, 'gate_reason': nan, 'reward_final_diversity': 0.9910858, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 9}",LiTb(YTl)2,"('Li', 'Tb', 'Tl', 'Y')",0.9910858,9
"{'structure_id': 'gen_33', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_33.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_33.cif', 'raw_valid': True, 'formula': 'Sr2 In1 Ga1 Hg6', 'chemical_system': 'Ga-Hg-In-Sr', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif', 'relaxation_success': True, 'total_energy': -13.784618377685549, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.664212529068044, 'predicted_tensor': '[[10.381626722052625, -0.012514498327705906, 0.00759648296327428], [-0.012514498327705906, 12.190960689094279, -1.044436664035343], [0.00759648296327428, -1.044436664035343, 12.420050176057233]]', 'volume': 274.1363833740176, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3357874709319564, 'reward_raw': 0.9860047043899124, 'reward_final': 0.9860047, 'gate_reason': nan, 'reward_final_diversity': 0.9860047, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 2}",Sr2InGaHg6,"('Ga', 'Hg', 'In', 'Sr')",0.9860047,2
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Y1 Tm3 P4', 'chemical_system': 'P-Tm-Y', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -54.41328048706055, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.66264608204053, 'predicted_tensor': '[[11.736467873597148, 0.0012184693520394488, 0.002630170568467735], [0.0012184693520394488, 11.63739035447308, -0.03677283224924304], [0.002630170568467735, -0.03677283224924304, 11.614080018051352]]', 'volume': 176.65893384307006, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.33735391795947045, 'reward_raw': 0.985874752563799, 'reward_final': 0.9858747720718384, 'gate_reason': '', 'reward_final_diversity': 0.9858747720718384, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 9}",YTm3P4,"('P', 'Tm', 'Y')",0.9858747720718384,9
"{'structure_id': 'gen_50', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_50.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_50.cif', 'raw_valid': True, 'formula': 'Tb2 Pr2 Nd2 Dy4 Y2', 'chemical_system': 'Dy-Nd-Pr-Tb-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_50_relaxed.cif', 'relaxation_success': True, 'total_energy': -59.361854553222656, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.352480407122258, 'predicted_tensor': '[[12.37388384862807, -0.00039666182700664836, -0.0003779107607359032], [-0.00039666182700664836, 12.318412964868468, -0.06653284572418136], [-0.0003779107607359032, -0.06653284572418136, 12.36514440787023]]', 'volume': 397.6347037231181, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3524804071222576, 'reward_raw': 0.9845896686290775, 'reward_final': 0.984589695930481, 'gate_reason': '', 'reward_final_diversity': 0.984589695930481, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 2}",TbPrNdDy2Y,"('Dy', 'Nd', 'Pr', 'Tb', 'Y')",0.984589695930481,2
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Tb3 Pr2 Sm3 Er2', 'chemical_system': 'Er-Pr-Sm-Tb', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -46.35902404785156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.642659966439524, 'predicted_tensor': '[[11.648328025883012, 0.0005897924177958038, 0.0005140997619117567], [0.0005897924177958038, 11.644716245302712, -0.004917010560228725], [0.0005140997619117567, -0.004917010560228725, 11.63493562813285]]', 'volume': 331.7528870463408, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3573400335604759, 'reward_raw': 0.9841652220395964, 'reward_final': 0.98416525, 'gate_reason': nan, 'reward_final_diversity': 0.98416525, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 18}",Tb3Pr2Sm3Er2,"('Er', 'Pr', 'Sm', 'Tb')",0.98416525,18
