record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_63', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_63.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_63.cif', 'raw_valid': True, 'formula': 'K3 In11 Ag1 Sn1 Au4', 'chemical_system': 'Ag-Au-In-K-Sn', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_63_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.86070251464844, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.208928668391836, 'predicted_tensor': '[[10.184083112873514, -0.9774483834349198, 0.8028250377565036], [-0.9774483834349198, 14.20702007101113, 0.3278702325245207], [0.8028250377565036, 0.3278702325245207, 12.235682821290863]]', 'volume': 565.2028732790081, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.20892866839183633, 'reward_raw': 0.9945584605451053, 'reward_final': 0.9945584535598755, 'gate_reason': '', 'reward_final_diversity': 0.9945584535598755, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 15}",K3In11AgSnAu4,"('Ag', 'Au', 'In', 'K', 'Sn')",0.9945584535598756,15
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Sr2 Hg8', 'chemical_system': 'Hg-Sr', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -9.073095321655272, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.760614208101208, 'predicted_tensor': '[[11.752109866403863, 0.0007251432462221557, 0.017223185954694645], [0.0007251432462221557, 12.313463272965476, -0.015894208334456334], [0.017223185954694645, -0.015894208334456334, 11.216269484934287]]', 'volume': 280.9450676928423, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2393857918987922, 'reward_raw': 0.9928623998592376, 'reward_final': 0.9928624, 'gate_reason': nan, 'reward_final_diversity': 0.9928624, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 2}",SrHg4,"('Hg', 'Sr')",0.9928624,2
"{'structure_id': 'gen_46', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/input_cifs/gen_46.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/input_cifs/gen_46.cif', 'raw_valid': True, 'formula': 'Sr3 Hg2 Ge1', 'chemical_system': 'Ge-Hg-Sr', 'num_sites': 6, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/relaxed/relaxed_cifs/gen_46_relaxed.cif', 'relaxation_success': True, 'total_energy': -13.290548324584961, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.247601224146708, 'predicted_tensor': '[[11.984209664706633, -0.0004320458717731144, 0.0021307270199145286], [-0.0004320458717731144, 11.984825648033395, -0.001891898388361454], [0.0021307270199145286, -0.001891898388361454, 12.773768359700103]]', 'volume': 187.57652987877387, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.24760122414670782, 'reward_raw': 0.9923659924137611, 'reward_final': 0.9923660159111023, 'gate_reason': '', 'reward_final_diversity': 0.9923660159111023, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 10}",Sr3Hg2Ge,"('Ge', 'Hg', 'Sr')",0.9923660159111024,10
"{'structure_id': 'gen_42', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_42.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/input_cifs/gen_42.cif', 'raw_valid': True, 'formula': 'La2 Tb2 Pr2 Dy4', 'chemical_system': 'Dy-La-Pr-Tb', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0007/postprocess/relaxed/relaxed_cifs/gen_42_relaxed.cif', 'relaxation_success': True, 'total_energy': -46.80165863037109, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.257853826104244, 'predicted_tensor': '[[12.327068789330442, 7.35635084956256e-05, 0.00039937399571819395], [7.35635084956256e-05, 12.255276402707723, 0.002650735827414789], [0.00039937399571819395, 0.002650735827414789, 12.191216286274562]]', 'volume': 335.239472129207, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2578538261042435, 'reward_raw': 0.9917233670433884, 'reward_final': 0.99172336, 'gate_reason': nan, 'reward_final_diversity': 0.99172336, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 7}",LaTbPrDy2,"('Dy', 'La', 'Pr', 'Tb')",0.99172336,7
"{'structure_id': 'gen_1', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_1.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/input_cifs/gen_1.cif', 'raw_valid': True, 'formula': 'La4 Y4 Er2 Tm2', 'chemical_system': 'Er-La-Tm-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0006/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif', 'relaxation_success': True, 'total_energy': -63.0914306640625, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.259397528422753, 'predicted_tensor': '[[12.49144928633612, -0.0004121022441911819, -2.6120933018942062e-05], [-0.0004121022441911819, 11.965323928292426, -0.09236033260136157], [-2.6120933018942062e-05, -0.09236033260136157, 12.32141937063971]]', 'volume': 399.4069091869613, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2593975284227525, 'reward_raw': 0.9916243878115616, 'reward_final': 0.9916244, 'gate_reason': nan, 'reward_final_diversity': 0.9916244, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 6}",La2Y2ErTm,"('Er', 'La', 'Tm', 'Y')",0.9916244,6
"{'structure_id': 'gen_45', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_45.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_45.cif', 'raw_valid': True, 'formula': 'Tb5 Dy3 Ho2 Mg2', 'chemical_system': 'Dy-Ho-Mg-Tb', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_45_relaxed.cif', 'relaxation_success': True, 'total_energy': -49.24067306518555, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.28422149540526, 'predicted_tensor': '[[12.229012330743972, -0.000371388237449889, -0.061412761449834895], [-0.000371388237449889, 12.315631987462172, 0.001302844437968824], [-0.061412761449834895, 0.001302844437968824, 12.308020168009632]]', 'volume': 362.01978183080286, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.2842214954052604, 'reward_raw': 0.9899530786236913, 'reward_final': 0.9899531006813049, 'gate_reason': '', 'reward_final_diversity': 0.9899531006813049, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 12}",Tb5Dy3(HoMg)2,"('Dy', 'Ho', 'Mg', 'Tb')",0.9899531006813048,12
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Tb3 Nd1 Sm1', 'chemical_system': 'Nd-Sm-Tb', 'num_sites': 5, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.22858238220215, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.333965024392905, 'predicted_tensor': '[[12.450343732420016, -0.0027404489244844048, 0.006400602591831447], [-0.0027404489244844048, 12.268182011806294, -0.009385385516516671], [0.006400602591831447, -0.009385385516516671, 12.283369328952393]]', 'volume': 165.50112896354477, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.33396502439290465, 'reward_raw': 0.9861551540701399, 'reward_final': 0.9861551523208618, 'gate_reason': '', 'reward_final_diversity': 0.9861551523208618, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 12}",Tb3NdSm,"('Nd', 'Sm', 'Tb')",0.9861551523208618,12
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Y1 Tm3 P4', 'chemical_system': 'P-Tm-Y', 'num_sites': 8, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0009/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -54.41328048706055, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.66264608204053, 'predicted_tensor': '[[11.736467873597148, 0.0012184693520394488, 0.002630170568467735], [0.0012184693520394488, 11.63739035447308, -0.03677283224924304], [0.002630170568467735, -0.03677283224924304, 11.614080018051352]]', 'volume': 176.65893384307006, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3373539179594704, 'reward_raw': 0.985874752563799, 'reward_final': 0.9858748, 'gate_reason': nan, 'reward_final_diversity': 0.9858748, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 9}",YTm3P4,"('P', 'Tm', 'Y')",0.9858748,9
"{'structure_id': 'gen_28', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_28.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_28.cif', 'raw_valid': True, 'formula': 'Tb4 Ce1 Pr3 Dy3 Tm1', 'chemical_system': 'Ce-Dy-Pr-Tb-Tm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.52912902832031, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.660501138729336, 'predicted_tensor': '[[11.746147210335591, 0.00032494717597435945, 9.150775635573037e-05], [0.00032494717597435945, 11.680232303253446, 0.04140470141509193], [9.150775635573037e-05, 0.04140470141509193, 11.555123902598973]]', 'volume': 393.04176791938494, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3394988612706644, 'reward_raw': 0.9856958558402893, 'reward_final': 0.9856958389282227, 'gate_reason': '', 'reward_final_diversity': 0.9856958389282227, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 12}",Tb4CePr3Dy3Tm,"('Ce', 'Dy', 'Pr', 'Tb', 'Tm')",0.9856958389282228,12
"{'structure_id': 'gen_41', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/input_cifs/gen_41.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/input_cifs/gen_41.cif', 'raw_valid': True, 'formula': 'Li4 Er5 Tl9', 'chemical_system': 'Er-Li-Tl', 'num_sites': 18, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/relaxed/relaxed_cifs/gen_41_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.755306243896484, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.341213694192774, 'predicted_tensor': '[[12.406354441858271, -0.18027013849372178, -0.12483486161484851], [-0.18027013849372178, 11.899417949572692, 0.004709307068737026], [-0.12483486161484851, 0.004709307068737026, 12.717868691147357]]', 'volume': 447.3807388537632, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.34121369419277414, 'reward_raw': 0.9855520399635872, 'reward_final': 0.9855520129203796, 'gate_reason': '', 'reward_final_diversity': 0.9855520129203796, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 13}",Li4Er5Tl9,"('Er', 'Li', 'Tl')",0.9855520129203796,13
"{'structure_id': 'gen_50', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_50.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_50.cif', 'raw_valid': True, 'formula': 'Tb2 Pr2 Nd2 Dy4 Y2', 'chemical_system': 'Dy-Nd-Pr-Tb-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_50_relaxed.cif', 'relaxation_success': True, 'total_energy': -59.361854553222656, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.352480407122258, 'predicted_tensor': '[[12.37388384862807, -0.00039666182700664836, -0.0003779107607359032], [-0.00039666182700664836, 12.318412964868468, -0.06653284572418136], [-0.0003779107607359032, -0.06653284572418136, 12.36514440787023]]', 'volume': 397.6347037231181, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3524804071222576, 'reward_raw': 0.9845896686290776, 'reward_final': 0.9845897, 'gate_reason': nan, 'reward_final_diversity': 0.9845897, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 2}",TbPrNdDy2Y,"('Dy', 'Nd', 'Pr', 'Tb', 'Y')",0.9845897,2
"{'structure_id': 'gen_27', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/input_cifs/gen_27.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/input_cifs/gen_27.cif', 'raw_valid': True, 'formula': 'Er5 Tm3 Sc4', 'chemical_system': 'Er-Sc-Tm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif', 'relaxation_success': True, 'total_energy': -61.44938278198242, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.644949993912029, 'predicted_tensor': '[[11.706283942020775, 0.00864932522262898, 0.05397095529314932], [0.00864932522262898, 11.638710976648186, -0.02075734330421181], [0.05397095529314932, -0.02075734330421181, 11.58985506306712]]', 'volume': 343.6651997580404, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3550500060879713, 'reward_raw': 0.9843659375067337, 'reward_final': 0.9843659400939941, 'gate_reason': '', 'reward_final_diversity': 0.9843659400939941, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 10}",Er5Tm3Sc4,"('Er', 'Sc', 'Tm')",0.984365940093994,10
"{'structure_id': 'gen_1', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0000/postprocess/input_cifs/gen_1.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0000/postprocess/input_cifs/gen_1.cif', 'raw_valid': True, 'formula': 'Pr5 Nd13 Dy2', 'chemical_system': 'Dy-Nd-Pr', 'num_sites': 20, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0000/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif', 'relaxation_success': True, 'total_energy': -94.75628662109376, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.60327024467238, 'predicted_tensor': '[[11.595771244985176, 0.018407264914959257, 0.0051170802439281775], [0.018407264914959257, 11.618936203150355, 0.011817204493406466], [0.0051170802439281775, 0.011817204493406466, 11.595103285881606]]', 'volume': 704.6070426646933, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3967297553276196, 'reward_raw': 0.980517963905496, 'reward_final': 0.980518, 'gate_reason': nan, 'reward_final_diversity': 0.980518, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 0}",Pr5Nd13Dy2,"('Dy', 'Nd', 'Pr')",0.980518,0
"{'structure_id': 'gen_54', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_54.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_54.cif', 'raw_valid': True, 'formula': 'Na1 Sn1 As1', 'chemical_system': 'As-Na-Sn', 'num_sites': 3, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/relaxed/relaxed_cifs/gen_54_relaxed.cif', 'relaxation_success': True, 'total_energy': -10.800260543823242, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.401021894310247, 'predicted_tensor': '[[13.999697662682125, 0.00371784837513181, -0.031848666950337126], [0.00371784837513181, 14.033657207321793, -0.00024905772856100353], [-0.031848666950337126, -0.00024905772856100353, 9.169710812926832]]', 'volume': 85.5410289832699, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.40102189431024726, 'reward_raw': 0.9800983845441364, 'reward_final': 0.9800983667373657, 'gate_reason': '', 'reward_final_diversity': 0.9800983667373657, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 14}",NaSnAs,"('As', 'Na', 'Sn')",0.9800983667373656,14
"{'structure_id': 'gen_48', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_48.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_48.cif', 'raw_valid': True, 'formula': 'Pr2 Nd2 Sm7 Er1', 'chemical_system': 'Er-Nd-Pr-Sm', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_48_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.02096557617188, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.426002957273123, 'predicted_tensor': '[[12.4010812068767, -0.00019768264361429366, 0.00019096538645374918], [-0.00019768264361429366, 12.429352234860161, 0.030850285749392473], [0.00019096538645374918, 0.030850285749392473, 12.447575430082509]]', 'volume': 411.8263642932959, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4260029572731234, 'reward_raw': 0.97757055084394, 'reward_final': 0.97757053, 'gate_reason': nan, 'reward_final_diversity': 0.97757053, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 8}",Pr2Nd2Sm7Er,"('Er', 'Nd', 'Pr', 'Sm')",0.97757053,8
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Li1 Cu2 Te1 O6', 'chemical_system': 'Cu-Li-O-Te', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -52.0380859375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.461605286414974, 'predicted_tensor': '[[13.260747344496144, 0.015282444475906546, 0.01942119637426833], [0.015282444475906546, 13.25847554363581, -0.004219144297565433], [0.01942119637426833, -0.004219144297565433, 10.865592971112969]]', 'volume': 107.96628264151592, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.461605286414974, 'reward_raw': 0.9737166513292564, 'reward_final': 0.9737167, 'gate_reason': nan, 'reward_final_diversity': 0.9737167, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 3}",LiCu2TeO6,"('Cu', 'Li', 'O', 'Te')",0.9737167,3
